Player,Team,Absence_Start,Absence_End,Missed_Days
Cory Joseph,Spurs,2012-11-13,2013-01-16,64
Cory Joseph,Spurs,2012-12-01,2013-03-01,90
Cory Joseph,Spurs,2012-12-21,2013-12-25,369
Courtney Lee,Grizzlies,2014-11-01,2014-11-05,4
Courtney Lee,Grizzlies,2015-03-21,2015-03-25,4
Courtney Lee,Knicks,2016-12-02,2016-12-06,4
Courtney Lee,Knicks,2016-12-28,2016-12-30,2
Courtney Lee,Magic,2009-04-30,2009-05-08,8
Courtney Lee,Nets,2010-01-27,2010-01-29,2
Courtney Lee,Rockets,2011-02-16,2011-02-21,5
Courtney Lee,Rockets,2012-01-04,2012-01-17,13
Courtney Sims,Pacers,2007-11-01,2007-11-14,13
Courtney Sims,Pacers,2007-11-16,2007-11-20,4
Courtney Sims,Suns,2009-01-21,2009-02-20,30
Craig Brackins,76ers,2010-10-27,2010-11-10,14
Craig Brackins,76ers,2010-11-12,2010-11-24,12
Craig Brackins,76ers,2010-11-27,2010-12-22,25
Craig Brackins,76ers,2011-01-14,2011-03-06,51
Craig Brackins,76ers,2011-03-14,2011-03-19,5
Craig Brackins,76ers,2011-04-16,2012-03-02,321
Craig Brackins,76ers,2012-02-07,2012-03-21,43
Craig Brackins,76ers,2012-03-17,2012-03-27,10
Craig Claxton,Hawks,2006-12-06,2006-12-08,2
Craig Claxton,Hawks,2006-12-23,2006-12-27,4
Craig Claxton,Hawks,2007-01-12,2007-02-02,21
Craig Claxton,Hawks,2007-01-15,2009-04-14,820
Craig Smith,Clippers,2010-03-01,2010-03-05,4
Craig Smith,Clippers,2010-03-15,2010-03-17,2
Craig Smith,Clippers,2010-10-27,2010-10-31,4
Craig Smith,Clippers,2010-12-22,2011-02-23,63
Craig Smith,Timberwolves,2007-11-14,2007-11-16,2
Craig Smith,Timberwolves,2009-02-04,2009-02-17,13
Craig Smith,Timberwolves,2009-03-29,2009-04-07,9
Cristiano Felicio,Bulls,2015-10-27,2015-10-30,3
Cristiano Felicio,Bulls,2015-11-13,2015-11-18,5
Cristiano Felicio,Bulls,2015-12-07,2015-12-19,12
Cristiano Felicio,Bulls,2015-12-21,2015-12-25,4
Cristiano Felicio,Bulls,2016-01-11,2016-01-14,3
Cristiano Felicio,Bulls,2016-01-15,2016-01-18,3
Cristiano Felicio,Bulls,2017-02-06,2017-02-08,2
Cristiano Felicio,Bulls,2017-03-22,2017-03-30,8
Cristiano Felicio,Bulls,2018-03-29,2018-03-30,1
Cuttino Mobley,Clippers,2007-02-20,2007-02-24,4
Cuttino Mobley,Clippers,2007-04-17,2007-11-14,211
D'Angelo Russell,Lakers,2016-01-04,2016-01-07,3
D'Angelo Russell,Lakers,2016-11-18,2016-11-20,2
D'Angelo Russell,Lakers,2016-11-22,2016-12-11,19
D'Angelo Russell,Lakers,2016-12-17,2016-12-20,3
D'Angelo Russell,Lakers,2017-01-22,2017-01-31,9
D'Angelo Russell,Lakers,2017-04-05,2017-04-07,2
D'Angelo Russell,Nets,2017-10-25,2017-10-27,2
D'Angelo Russell,Nets,2017-11-14,2018-01-19,66
D'Angelo Russell,Nets,2018-01-27,2018-01-30,3
D.J. Augustine,Bobcats,2009-01-13,2009-02-06,24
D.J. Augustine,Bobcats,2012-01-31,2012-02-15,15
D.J. Augustine,Magic,2017-11-08,2017-11-18,10
D.J. White,Thunder,2008-10-29,2009-04-08,161
D.J. White,Thunder,2009-12-28,2010-01-18,21
D.J. White,Thunder,2010-01-22,2010-03-02,39
D.J. White,Thunder,2010-03-03,2010-03-10,7
D.J. Wilson,Bucks,2017-11-25,2017-11-28,3
D.J. Wilson,Bucks,2017-12-19,2017-12-23,4
D.J. Wilson,Bucks,2018-02-04,2018-02-13,9
D.J. Wilson,Bucks,2018-03-21,2018-03-23,2
D.J. Wilson,Bucks,2018-04-11,2018-04-15,4
DaJuan Summers,Hornets,2011-12-26,2012-01-09,14
DaJuan Summers,Pistons,2009-10-28,2009-11-03,6
DaJuan Summers,Pistons,2009-12-27,2010-01-11,15
DaJuan Summers,Pistons,2010-01-29,2010-02-05,7
DaJuan Summers,Pistons,2010-02-06,2010-02-24,18
DaJuan Summers,Pistons,2010-11-14,2010-12-07,23
DaJuan Summers,Pistons,2010-12-08,2010-12-17,9
DaJuan Summers,Pistons,2010-12-22,2010-12-29,7
DaJuan Summers,Pistons,2011-01-08,2011-01-12,4
DaJuan Summers,Pistons,2011-02-08,2011-02-13,5
DaJuan Summers,Pistons,2011-03-11,2011-03-18,7
DaJuan Summers,Pistons,2011-03-20,2011-03-23,3
DaJuan Summers,Pistons,2011-04-03,2011-04-05,2
Daequan Cook,Heat,2007-11-24,2007-11-27,3
Daequan Cook,Thunder,2010-11-14,2010-11-19,5
Daequan Cook,Thunder,2010-11-22,2011-01-22,61
Daequan Cook,Thunder,2012-03-21,2012-04-02,12
Dahntay Jones,Kings,2008-01-16,2008-01-18,2
Dahntay Jones,Pacers,2010-10-27,2010-10-30,3
Dahntay Jones,Pacers,2010-11-20,2010-11-22,2
Dahntay Jones,Pacers,2010-11-23,2010-11-28,5
Dahntay Jones,Pacers,2010-12-08,2010-12-11,3
Dakari Johnson,Thunder,2017-12-03,2017-12-05,2
Damian Jones,Warriors,2016-10-25,2016-10-28,3
Damian Jones,Warriors,2017-01-06,2017-01-22,16
Damian Jones,Warriors,2017-01-25,2017-01-29,4
Damian Jones,Warriors,2017-02-23,2017-03-11,16
Damian Jones,Warriors,2017-03-14,2017-04-12,29
Damian Jones,Warriors,2017-05-02,2017-05-16,14
Damian Jones,Warriors,2017-06-01,2017-12-18,200
Damian Jones,Warriors,2017-10-17,2018-01-27,102
Damian Jones,Warriors,2017-12-22,2018-02-02,42
Damian Jones,Warriors,2018-01-30,2018-03-09,38
Damian Jones,Warriors,2018-02-06,2018-03-25,47
Damian Lillard,Blazers,2015-12-21,2016-01-04,14
Damian Lillard,Blazers,2016-12-26,2017-01-05,10
Damien Inglis,Bucks,2014-10-29,2014-12-13,45
Damien Inglis,Bucks,2014-12-26,2015-12-05,344
Damien Inglis,Bucks,2015-11-19,2016-01-05,47
Damien Inglis,Bucks,2015-12-28,2016-03-02,65
Damien Wilkins,Hawks,2011-04-24,2011-04-26,2
Damien Wilkins,Thunder,2009-04-05,2009-04-07,2
Damien Wilkins,Timberwolves,2010-03-31,2010-04-03,3
Damion James,Nets,2010-11-15,2010-11-23,8
Damion James,Nets,2010-12-12,2011-02-25,75
Damion James,Nets,2011-03-09,2011-03-17,8
Damion James,Nets,2011-03-25,2011-03-26,1
Damion James,Nets,2011-03-30,2011-04-06,7
Damion James,Spurs,2014-04-06,2014-04-08,2
Damion James,Spurs,2014-04-10,2014-04-11,1
Damjan Rudez,Timberwolves,2015-12-23,2015-12-31,8
Damjan Rudez,Timberwolves,2016-01-02,2016-01-12,10
Damjan Rudez,Timberwolves,2016-01-17,2016-01-19,2
Damjan Rudez,Timberwolves,2016-01-23,2016-01-25,2
Damon Jones,Bucks,2008-10-28,2009-01-05,69
Damon Jones,Bucks,2009-01-09,2009-01-23,14
Damon Jones,Bucks,2009-01-30,2009-02-03,4
Damon Jones,Bucks,2009-02-20,2009-02-28,8
Damon Jones,Cavaliers,2007-02-21,2007-02-25,4
Damon Jones,Cavaliers,2007-03-05,2007-03-13,8
Damon Jones,Cavaliers,2007-03-23,2007-03-31,8
Damon Stoudamire,Grizzlies,2007-02-13,2007-02-14,1
Damon Stoudamire,Grizzlies,2007-03-19,2007-03-24,5
Damon Stoudamire,Grizzlies,2007-03-26,2008-01-10,290
Damon Stoudamire,Spurs,2008-04-19,2008-04-25,6
Damon Stoudamire,Spurs,2008-05-15,2008-05-23,8
Damyean Dotson,Knicks,2017-12-22,2017-12-27,5
Damyean Dotson,Knicks,2017-12-28,2018-01-02,5
Damyean Dotson,Knicks,2018-01-12,2018-01-25,13
Dan Dickau,Blazers,2006-12-20,2007-01-06,17
Dan Gadzuric,Bucks,2007-02-08,2007-03-25,45
Dan Gadzuric,Bucks,2008-11-21,2008-11-24,3
Dan Gadzuric,Bucks,2008-12-13,2008-12-15,2
Dan Gadzuric,Bucks,2009-12-18,2010-01-11,24
Dan Gadzuric,Bucks,2010-01-20,2010-01-23,3
Dan Gadzuric,Bucks,2010-02-20,2010-02-22,2
Dan Gadzuric,Bucks,2010-02-24,2010-02-28,4
Dan Gadzuric,Bucks,2010-03-03,2010-03-09,6
Dan Gadzuric,Nets,2011-02-28,2011-03-04,4
Dan Gadzuric,Nets,2011-03-17,2011-03-20,3
Dan Gadzuric,Warriors,2010-11-10,2010-11-11,1
Dan Gadzuric,Warriors,2010-12-25,2011-01-03,9
Daniel Gibson,Cavaliers,2008-12-10,2008-12-21,11
Daniel Gibson,Cavaliers,2009-12-11,2009-12-15,4
Daniel Gibson,Cavaliers,2010-03-01,2010-03-08,7
Daniel Gibson,Cavaliers,2010-12-26,2010-12-28,2
Daniel Gibson,Cavaliers,2011-01-02,2011-01-05,3
Daniel Gibson,Cavaliers,2011-01-07,2011-01-14,7
Daniel Gibson,Cavaliers,2011-03-04,2011-03-08,4
Daniel Gibson,Cavaliers,2012-01-29,2012-02-08,10
Daniel Gibson,Cavaliers,2012-02-17,2013-01-13,331
Daniel Hamilton,Thunder,2017-10-19,2017-11-15,27
Daniel Hamilton,Thunder,2017-11-17,2018-01-03,47
Daniel Hamilton,Thunder,2018-01-07,2018-02-08,32
Daniel Hamilton,Thunder,2018-02-13,2018-03-10,25
Daniel Ochefu,Wizards,2016-11-26,2016-11-28,2
Daniel Ochefu,Wizards,2017-02-10,2017-02-24,14
Daniel Ochefu,Wizards,2017-03-03,2017-03-11,8
Daniel Ochefu,Wizards,2017-03-13,2017-03-15,2
Daniel Ochefu,Wizards,2017-03-20,2017-03-24,4
Daniel Ochefu,Wizards,2017-03-28,2017-03-29,1
Daniel Ochefu,Wizards,2017-03-31,2017-04-02,2
Daniel Orton,Magic,2010-10-28,2011-12-30,428
Daniel Orton,Magic,2011-04-16,2012-01-06,265
Daniel Orton,Magic,2011-12-25,2012-01-18,24
Daniel Orton,Magic,2012-01-01,2012-01-26,25
Daniel Orton,Magic,2012-01-12,2012-02-17,36
Daniel Orton,Magic,2012-01-23,2012-02-22,30
Daniel Orton,Magic,2012-02-08,2012-03-23,44
Daniel Orton,Magic,2012-02-19,2012-03-30,40
Daniel Orton,Thunder,2012-11-01,2012-11-09,8
Daniel Orton,Thunder,2012-11-12,2012-12-07,25
Daniel Orton,Thunder,2012-12-14,2012-12-19,5
Daniel Orton,Thunder,2012-12-25,2013-01-13,19
Daniel Orton,Thunder,2013-01-16,2013-02-04,19
Daniel Orton,Thunder,2013-02-27,2013-03-01,2
Daniel Orton,Thunder,2013-03-05,2013-03-20,15
Daniel Orton,Thunder,2013-03-24,2013-04-05,12
Daniel Orton,Thunder,2013-04-07,2013-04-09,2
Daniel Orton,Thunder,2013-04-21,2013-05-01,10
Danilo Gallinari,Clippers,2017-11-17,2017-12-06,19
Danilo Gallinari,Clippers,2017-12-11,2018-01-30,50
Danilo Gallinari,Clippers,2018-03-09,2018-03-30,21
Danilo Gallinari,Knicks,2008-11-11,2008-11-22,11
Danilo Gallinari,Knicks,2009-01-08,2009-01-17,9
Danilo Gallinari,Knicks,2011-01-04,2011-01-17,13
Danilo Gallinari,Nuggets,2011-02-28,2011-03-18,18
Danilo Gallinari,Nuggets,2012-02-11,2012-04-09,58
Danilo Gallinari,Nuggets,2012-02-14,2013-03-01,381
Danilo Gallinari,Nuggets,2012-03-28,2013-11-13,595
Danilo Gallinari,Nuggets,2013-02-25,2014-12-13,656
Danilo Gallinari,Nuggets,2013-04-06,2014-12-17,620
Danilo Gallinari,Nuggets,2013-10-30,2015-01-23,450
Danilo Gallinari,Nuggets,2014-12-10,2016-01-02,388
Danilo Gallinari,Nuggets,2014-12-22,2017-02-23,794
Danilo Gallinari,Nuggets,2015-12-22,2017-03-24,458
Danny Fortson,Sonics,2006-11-17,2006-12-23,36
Danny Fortson,Sonics,2006-12-28,2006-12-31,3
Danny Fortson,Sonics,2007-01-06,2007-01-10,4
Danny Fortson,Sonics,2007-02-24,2007-03-06,10
Danny Fortson,Sonics,2007-03-16,2007-03-21,5
Danny Granger,Clippers,2014-03-01,2014-03-04,3
Danny Granger,Heat,2014-11-01,2014-11-02,1
Danny Granger,Heat,2014-11-05,2014-11-08,3
Danny Granger,Pacers,2008-03-19,2008-03-21,2
Danny Granger,Pacers,2009-01-28,2009-01-30,2
Danny Granger,Pacers,2009-02-20,2009-03-15,23
Danny Granger,Pacers,2009-11-25,2009-11-27,2
Danny Granger,Pacers,2009-12-09,2010-01-08,30
Danny Granger,Pacers,2010-12-13,2010-12-15,2
Danny Granger,Pacers,2011-03-13,2011-03-15,2
Danny Granger,Pacers,2011-04-13,2013-02-23,682
Danny Granger,Pacers,2012-04-23,2013-12-20,606
Danny Green,Cavaliers,2009-10-27,2009-11-05,9
Danny Green,Cavaliers,2009-11-28,2009-12-02,4
Danny Green,Cavaliers,2009-12-09,2009-12-20,11
Danny Green,Cavaliers,2009-12-23,2010-01-06,14
Danny Green,Cavaliers,2010-02-19,2010-03-01,10
Danny Green,Cavaliers,2010-03-14,2010-03-16,2
Danny Green,Cavaliers,2010-03-17,2010-03-28,11
Danny Green,Spurs,2011-03-18,2011-03-19,1
Danny Green,Spurs,2011-03-31,2011-04-05,5
Danny Green,Spurs,2014-01-15,2014-02-03,19
Danny Green,Spurs,2014-04-14,2014-04-16,2
Danny Green,Spurs,2016-10-25,2016-11-09,15
Danny Green,Spurs,2016-11-11,2016-11-12,1
Danny Green,Spurs,2017-03-25,2017-03-27,2
Danny Green,Spurs,2017-04-02,2017-04-10,8
Danny Green,Spurs,2017-11-11,2017-11-14,3
Danny Green,Spurs,2017-12-23,2017-12-26,3
Danny Green,Spurs,2018-01-03,2018-01-13,10
Dante Cunningham,Blazers,2010-04-24,2010-04-26,2
Dante Cunningham,Bobcats,2011-02-25,2011-02-27,2
Dante Cunningham,Nets,2018-03-17,2018-03-21,4
Dante Cunningham,Timberwolves,2014-04-04,2014-04-05,1
Dante Exum,Jazz,2015-10-28,2017-01-05,435
Dante Exum,Jazz,2016-12-29,2018-03-14,440
Danuel House Jr.,Suns,2017-12-26,2017-12-28,2
Danuel House Jr.,Wizards,2016-10-27,2016-11-05,9
Danuel House Jr.,Wizards,2016-10-30,2016-11-11,12
Dario Saric,76ers,2018-04-01,2018-04-06,5
Darius Johnson-Odom,Lakers,2012-10-30,2012-11-09,10
Darius Miller,Hornets,2012-12-29,2013-01-29,31
Darius Miller,Pelicans,2013-10-30,2013-11-29,30
Darius Miller,Pelicans,2014-11-22,2014-11-25,3
Darius Morris,Lakers,2011-12-25,2012-01-03,9
Darius Morris,Lakers,2012-02-09,2012-02-17,8
Darius Morris,Lakers,2012-02-29,2012-03-06,6
Darius Morris,Lakers,2012-03-07,2012-03-16,9
Darius Morris,Lakers,2012-04-29,2012-05-10,11
Darius Songaila,76ers,2010-11-12,2010-11-16,4
Darius Songaila,76ers,2010-11-24,2010-11-27,3
Darius Songaila,76ers,2010-12-03,2010-12-09,6
Darius Songaila,76ers,2010-12-22,2010-12-26,4
Darius Songaila,76ers,2010-12-29,2011-01-07,9
Darius Songaila,76ers,2011-01-11,2011-01-14,3
Darius Songaila,76ers,2011-01-24,2011-02-06,13
Darius Songaila,76ers,2011-03-06,2011-04-11,36
Darko Milicic,Grizzlies,2007-11-17,2007-12-01,14
Darko Milicic,Grizzlies,2007-12-05,2007-12-07,2
Darko Milicic,Grizzlies,2008-03-15,2008-03-17,2
Darko Milicic,Grizzlies,2008-12-27,2009-02-04,39
Darko Milicic,Magic,2007-03-14,2007-03-16,2
Darko Milicic,Timberwolves,2010-02-19,2010-02-21,2
Darko Milicic,Timberwolves,2010-04-04,2010-04-07,3
Darko Milicic,Timberwolves,2010-12-18,2010-12-20,2
Darko Milicic,Timberwolves,2011-04-05,2011-04-06,1
Darko Milicic,Timberwolves,2012-02-04,2012-02-13,9
Darko Milicic,Timberwolves,2012-02-20,2012-02-22,2
Darko Milicic,Timberwolves,2012-03-12,2012-03-15,3
Darko Milicic,Timberwolves,2012-03-19,2012-03-23,4
Darnell Jackson,Bucks,2010-03-26,2010-04-14,19
Darnell Jackson,Cavaliers,2008-10-28,2008-11-19,22
Darnell Jackson,Cavaliers,2008-11-22,2008-11-25,3
Darnell Jackson,Cavaliers,2008-12-23,2009-03-19,86
Darnell Jackson,Cavaliers,2010-02-11,2010-02-19,8
Darnell Jackson,Cavaliers,2010-02-23,2010-02-26,3
Darrell Armstrong,Nets,2007-11-16,2007-12-09,23
Darrell Arthur,Grizzlies,2009-10-28,2010-02-09,104
Darrell Arthur,Grizzlies,2010-11-30,2010-12-03,3
Darrell Arthur,Grizzlies,2011-12-26,2012-11-23,333
Darrell Arthur,Nuggets,2015-01-31,2015-02-03,3
Darrell Arthur,Nuggets,2015-04-01,2015-04-08,7
Darrell Arthur,Nuggets,2016-10-26,2016-11-03,8
Darrell Arthur,Nuggets,2017-01-02,2017-01-03,1
Darrell Arthur,Nuggets,2017-01-12,2017-01-21,9
Darrell Arthur,Nuggets,2017-02-04,2017-02-06,2
Darrell Arthur,Nuggets,2017-04-02,2017-04-05,3
Darren Collison,Kings,2015-02-07,2015-11-18,284
Darren Collison,Kings,2017-04-11,2017-04-12,1
Darren Collison,Mavericks,2012-11-28,2012-12-01,3
Darren Collison,Pacers,2010-11-16,2010-11-22,6
Darren Collison,Pacers,2012-04-13,2012-04-16,3
Darren Collison,Pacers,2012-04-17,2012-04-21,4
Darren Collison,Pacers,2018-02-05,2018-03-09,32
Darrun Hilliard,Pistons,2015-10-28,2015-10-30,2
Darrun Hilliard,Pistons,2016-04-17,2016-04-22,5
Darrun Hilliard,Pistons,2017-02-28,2017-03-04,4
Darrun Hilliard,Spurs,2017-10-18,2017-11-11,24
Darrun Hilliard,Spurs,2017-11-10,2017-12-09,29
Darrun Hilliard,Spurs,2017-11-14,2017-12-16,32
Darrun Hilliard,Spurs,2017-12-12,2018-01-03,22
Darrun Hilliard,Spurs,2017-12-18,2018-01-23,36
Darrun Hilliard,Spurs,2018-01-05,2018-02-10,36
Darryl Watkins,Kings,2007-11-09,2007-11-12,3
David Andersen,Hornets,2010-11-22,2010-11-29,7
David Andersen,Hornets,2011-01-12,2011-01-14,2
David Andersen,Hornets,2011-03-27,2011-03-30,3
David Andersen,Raptors,2010-11-12,2010-11-13,1
David Andersen,Rockets,2010-03-09,2010-03-13,4
David Harrison,Pacers,2006-11-17,2006-12-08,21
David Harrison,Pacers,2006-12-13,2007-02-03,52
David Harrison,Pacers,2007-02-11,2007-03-03,20
David Harrison,Pacers,2007-03-16,2007-03-19,3
David Harrison,Pacers,2007-03-21,2007-03-23,2
David Harrison,Pacers,2007-03-27,2007-03-28,1
David Harrison,Pacers,2007-03-30,2007-04-01,2
David Harrison,Pacers,2007-04-10,2007-04-17,7
David Harrison,Pacers,2007-12-11,2007-12-12,1
David Harrison,Pacers,2007-12-21,2008-01-04,14
David Harrison,Pacers,2008-03-08,2008-03-11,3
David Harrison,Pacers,2008-03-31,2008-04-02,2
David Lee,Celtics,2015-12-26,2015-12-30,4
David Lee,Knicks,2007-02-21,2007-02-23,2
David Lee,Knicks,2007-02-25,2007-03-21,24
David Lee,Knicks,2007-03-26,2007-04-06,11
David Lee,Spurs,2017-03-21,2017-03-23,2
David Noel,Bucks,2007-10-31,2008-01-16,77
David Nwaba,Bulls,2017-11-07,2017-12-01,24
David Stockton,Jazz,2018-04-10,2018-04-18,8
David Wesley,Cavaliers,2007-03-19,2007-03-23,4
David Wesley,Cavaliers,2007-04-03,2007-06-12,70
David West,Hornets,2006-11-14,2007-01-12,59
David West,Hornets,2008-03-07,2008-03-12,5
David West,Hornets,2008-03-16,2008-03-19,3
David West,Hornets,2009-01-19,2009-01-30,11
David West,Hornets,2010-01-23,2010-01-25,2
David West,Pacers,2013-02-13,2013-02-20,7
David West,Pacers,2013-03-18,2013-03-28,10
David West,Spurs,2016-03-30,2016-04-02,3
David West,Warriors,2017-01-20,2017-02-23,34
David West,Warriors,2017-11-06,2017-11-08,2
David West,Warriors,2017-11-29,2017-12-01,2
David West,Warriors,2018-02-02,2018-02-06,4
David West,Warriors,2018-03-06,2018-03-16,10
Davis Bertans,Spurs,2016-11-01,2016-11-04,3
Davon Reed,Suns,2017-10-18,2018-01-07,81
De'Aaron Fox,Kings,2017-12-17,2017-12-19,2
De'Aaron Fox,Kings,2017-12-20,2018-01-02,13
De'Aaron Fox,Kings,2018-02-22,2018-02-24,2
De'Aaron Fox,Kings,2018-03-09,2018-03-11,2
DeAndre Jordan,Clippers,2008-10-29,2008-11-01,3
DeAndre Jordan,Clippers,2008-11-03,2008-11-15,12
DeAndre Jordan,Clippers,2008-11-17,2008-11-22,5
DeAndre Jordan,Clippers,2009-11-25,2009-11-29,4
DeAndre Jordan,Clippers,2009-12-14,2009-12-19,5
DeAndre Jordan,Clippers,2009-12-25,2009-12-27,2
DeAndre Jordan,Clippers,2011-03-20,2011-03-25,5
DeAndre Jordan,Clippers,2017-03-16,2017-03-18,2
DeAndre Liggins,Cavaliers,2016-11-05,2016-11-13,8
DeAndre Liggins,Heat,2014-03-01,2014-03-03,2
DeAndre Liggins,Heat,2014-03-06,2014-03-10,4
DeAndre Liggins,Magic,2011-12-25,2012-01-12,18
DeAndre Liggins,Magic,2012-01-20,2012-01-30,10
DeAndre Liggins,Magic,2012-02-06,2012-02-20,14
DeAndre Liggins,Magic,2012-03-05,2012-03-08,3
DeAndre Liggins,Thunder,2012-11-23,2012-12-01,8
DeAndre Liggins,Thunder,2012-12-19,2012-12-25,6
DeAndre Liggins,Thunder,2012-12-27,2012-12-31,4
DeAndre Liggins,Thunder,2013-03-01,2013-03-05,4
DeAndre Liggins,Thunder,2013-03-07,2013-03-19,12
DeAndre Liggins,Thunder,2013-03-20,2013-03-22,2
DeAndre Liggins,Thunder,2013-03-27,2013-04-04,8
DeAndre Liggins,Thunder,2013-04-07,2013-04-09,2
DeAndre Liggins,Thunder,2013-04-11,2013-04-15,4
DeAndre' Bembry,Hawks,2016-11-30,2016-12-03,3
DeAndre' Bembry,Hawks,2016-12-05,2016-12-07,2
DeAndre' Bembry,Hawks,2016-12-17,2016-12-19,2
DeAndre' Bembry,Hawks,2017-03-16,2017-03-20,4
DeAndre' Bembry,Hawks,2017-04-11,2017-04-12,1
DeAndre' Bembry,Hawks,2017-04-16,2017-11-11,209
DeAndre' Bembry,Hawks,2017-10-20,2017-11-18,29
DeAndre' Bembry,Hawks,2017-11-13,2017-11-22,9
DeAndre' Bembry,Hawks,2018-01-05,2018-02-04,30
DeAndre' Bembry,Hawks,2018-02-06,2018-04-01,54
DeAndre' Bembry,Hawks,2018-03-11,2018-04-06,26
DeJuan Blair,Spurs,2011-03-21,2011-03-23,2
DeJuan Blair,Wizards,2014-12-29,2014-12-30,1
DeJuan Blair,Wizards,2015-01-05,2015-01-07,2
DeJuan Blair,Wizards,2015-01-09,2015-01-14,5
DeJuan Blair,Wizards,2015-01-19,2015-01-27,8
DeJuan Blair,Wizards,2015-01-31,2015-02-05,5
DeJuan Blair,Wizards,2015-04-12,2015-04-14,2
DeMar DeRozan,Raptors,2010-01-27,2010-02-03,7
DeMar DeRozan,Raptors,2014-01-29,2014-01-31,2
DeMar DeRozan,Raptors,2014-11-30,2015-01-14,45
DeMar DeRozan,Raptors,2016-04-08,2016-04-10,2
DeMar DeRozan,Raptors,2017-01-24,2017-01-29,5
DeMar DeRozan,Raptors,2017-01-31,2017-02-06,6
DeMarcus Cousins,Kings,2012-01-01,2012-01-03,2
DeMarcus Cousins,Kings,2013-12-03,2013-12-06,3
DeMarcus Cousins,Kings,2014-01-24,2014-02-01,8
DeMarcus Cousins,Kings,2014-02-19,2014-02-21,2
DeMarcus Cousins,Kings,2014-11-28,2014-12-18,20
DeMarcus Cousins,Kings,2014-12-26,2014-12-27,1
DeMarcus Cousins,Kings,2015-02-27,2015-03-03,4
DeMarcus Cousins,Kings,2015-03-20,2015-03-21,1
DeMarcus Cousins,Kings,2015-04-07,2015-11-09,216
DeMarcus Cousins,Kings,2015-11-03,2015-11-30,27
DeMarcus Nelson,Warriors,2008-11-18,2008-12-17,29
DeMarre Carroll,Grizzlies,2010-11-03,2010-11-26,23
DeMarre Carroll,Grizzlies,2010-12-03,2010-12-05,2
DeMarre Carroll,Grizzlies,2010-12-13,2011-01-07,25
DeMarre Carroll,Grizzlies,2011-01-26,2011-01-28,2
DeMarre Carroll,Grizzlies,2011-01-31,2011-02-05,5
DeMarre Carroll,Grizzlies,2011-02-15,2011-02-21,6
DeMarre Carroll,Hawks,2014-11-12,2014-11-21,9
DeMarre Carroll,Hawks,2015-01-13,2015-01-14,1
DeMarre Carroll,Hawks,2015-01-30,2015-02-02,3
DeMarre Carroll,Jazz,2012-02-10,2012-02-20,10
DeMarre Carroll,Jazz,2012-03-05,2012-03-10,5
DeMarre Carroll,Jazz,2012-03-12,2012-03-15,3
DeMarre Carroll,Nets,2017-10-29,2017-10-31,2
DeMarre Carroll,Nets,2018-01-08,2018-01-12,4
DeMarre Carroll,Nuggets,2012-01-01,2012-01-09,8
DeMarre Carroll,Nuggets,2012-01-13,2012-02-02,20
DeMarre Carroll,Raptors,2015-11-08,2015-11-13,5
DeMarre Carroll,Raptors,2015-12-07,2015-12-13,6
DeMarre Carroll,Raptors,2015-12-20,2015-12-26,6
DeMarre Carroll,Raptors,2016-01-04,2016-04-07,94
DeMarre Carroll,Raptors,2016-04-08,2016-04-10,2
DeMarre Carroll,Rockets,2011-02-26,2011-02-27,1
DeMarre Carroll,Rockets,2011-03-01,2011-03-08,7
DeQuan Jones,Magic,2012-11-02,2012-11-04,2
DeSagana Diop,Bobcats,2009-01-19,2009-01-21,2
DeSagana Diop,Bobcats,2009-11-06,2009-11-10,4
DeSagana Diop,Bobcats,2009-11-11,2009-11-20,9
DeSagana Diop,Bobcats,2009-11-25,2009-11-27,2
DeSagana Diop,Bobcats,2010-02-19,2010-04-07,47
DeSagana Diop,Bobcats,2010-04-12,2010-12-11,243
DeSagana Diop,Bobcats,2010-11-23,2010-12-15,22
DeSagana Diop,Bobcats,2010-12-03,2010-12-27,24
DeSagana Diop,Bobcats,2010-12-14,2011-02-25,73
DeSagana Diop,Bobcats,2010-12-21,2012-03-14,449
DeSagana Diop,Bobcats,2011-01-03,2012-03-19,441
DeSagana Diop,Bobcats,2011-02-27,2012-03-31,398
DeSagana Diop,Bobcats,2012-03-09,2012-04-12,34
DeSagana Diop,Bobcats,2012-03-17,2012-11-07,235
DeSagana Diop,Bobcats,2012-03-30,2013-02-11,318
DeSagana Diop,Bobcats,2012-04-03,2013-03-27,358
DeSagana Diop,Nets,2008-04-05,2008-04-09,4
DeShawn Stevenson,Hawks,2012-11-16,2012-11-19,3
DeShawn Stevenson,Hawks,2012-12-12,2012-12-13,1
DeShawn Stevenson,Hawks,2013-01-09,2013-01-11,2
DeShawn Stevenson,Hawks,2013-02-08,2013-02-11,3
DeShawn Stevenson,Wizards,2009-01-02,2009-01-19,17
Dejounte Murray,Spurs,2016-10-25,2016-10-29,4
Dejounte Murray,Spurs,2016-11-12,2016-11-14,2
Dejounte Murray,Spurs,2016-12-05,2016-12-22,17
Dejounte Murray,Spurs,2017-01-14,2017-01-19,5
Dejounte Murray,Spurs,2017-02-10,2017-02-12,2
Dejounte Murray,Spurs,2017-03-13,2017-04-12,30
Dejounte Murray,Spurs,2017-04-15,2017-04-20,5
Delon Wright,Raptors,2015-11-25,2015-12-02,7
Delon Wright,Raptors,2015-12-03,2015-12-07,4
Delon Wright,Raptors,2015-12-09,2015-12-22,13
