Player,Team,Absence_Start,Absence_End,Missed_Days
(James) Mike Scott,Wizards,2018-03-21,2018-03-23,2
(William) Tony Parker,Spurs,2007-01-07,2007-01-09,2
(William) Tony Parker,Spurs,2007-03-03,2007-03-06,3
(William) Tony Parker,Spurs,2007-04-16,2007-12-17,245
(William) Tony Parker,Spurs,2007-12-15,2008-11-28,349
(William) Tony Parker,Spurs,2008-01-29,2009-11-14,655
(William) Tony Parker,Spurs,2008-11-11,2009-11-21,375
(William) Tony Parker,Spurs,2009-11-09,2010-02-04,87
(William) Tony Parker,Spurs,2009-11-18,2010-02-17,91
(William) Tony Parker,Spurs,2010-01-29,2010-02-24,26
(William) Tony Parker,Spurs,2010-02-11,2010-02-28,17
(William) Tony Parker,Spurs,2010-02-21,2010-04-06,44
(William) Tony Parker,Spurs,2010-02-26,2011-03-04,371
(William) Tony Parker,Spurs,2010-03-10,2012-03-12,733
(William) Tony Parker,Spurs,2011-03-01,2012-11-13,623
(William) Tony Parker,Spurs,2012-03-09,2013-03-22,378
(William) Tony Parker,Spurs,2012-04-25,2013-04-12,352
(William) Tony Parker,Spurs,2012-11-10,2013-11-30,385
(William) Tony Parker,Spurs,2013-03-03,2013-12-21,293
(William) Tony Parker,Spurs,2013-04-06,2014-02-08,308
(William) Tony Parker,Spurs,2013-11-29,2014-03-02,93
(William) Tony Parker,Spurs,2013-12-18,2014-04-11,114
(William) Tony Parker,Spurs,2014-02-06,2014-12-22,319
(William) Tony Parker,Spurs,2014-02-18,2015-01-06,322
(William) Tony Parker,Spurs,2014-04-08,2015-12-12,613
(William) Tony Parker,Spurs,2014-12-14,2016-01-08,390
(William) Tony Parker,Spurs,2014-12-28,2016-01-22,390
(William) Tony Parker,Spurs,2015-12-11,2016-11-11,336
(William) Tony Parker,Spurs,2016-01-04,2016-12-05,336
(William) Tony Parker,Spurs,2016-01-21,2016-12-08,322
(William) Tony Parker,Spurs,2016-11-04,2017-01-27,84
(William) Tony Parker,Spurs,2016-12-02,2017-03-03,91
(William) Tony Parker,Spurs,2016-12-06,2017-03-18,102
(William) Tony Parker,Spurs,2017-01-24,2017-11-27,307
(William) Tony Parker,Spurs,2017-03-01,2017-12-06,280
(William) Tony Parker,Spurs,2017-03-15,2017-12-12,272
(William) Tony Parker,Spurs,2017-05-05,2017-12-18,227
(William) Tony Parker,Spurs,2017-10-17,2018-02-12,118
A.J. Hammons,Heat,2017-10-18,2017-10-21,3
A.J. Hammons,Mavericks,2016-10-26,2016-10-28,2
A.J. Hammons,Mavericks,2016-10-30,2016-11-04,5
A.J. Hammons,Mavericks,2016-12-27,2016-12-29,2
A.J. Hammons,Mavericks,2017-01-03,2017-01-26,23
A.J. Price,Cavaliers,2014-10-30,2014-12-26,57
A.J. Price,Pacers,2009-11-27,2009-12-09,12
A.J. Price,Pacers,2010-10-27,2010-11-16,20
A.J. Price,Pacers,2010-11-22,2010-12-03,11
A.J. Price,Pacers,2010-12-13,2010-12-19,6
A.J. Price,Pacers,2010-12-26,2010-12-29,3
A.J. Price,Pacers,2011-01-02,2011-01-08,6
A.J. Price,Pacers,2011-01-14,2011-01-19,5
A.J. Price,Timberwolves,2013-10-30,2013-11-03,4
A.J. Price,Timberwolves,2014-01-15,2014-01-17,2
A.J. Price,Timberwolves,2014-01-18,2014-01-24,6
A.J. Price,Timberwolves,2014-01-27,2014-01-29,2
A.J. Price,Timberwolves,2014-03-09,2014-04-03,25
Aaron Brooks,Kings,2013-01-12,2013-01-14,2
Aaron Brooks,Pacers,2016-10-28,2016-11-01,4
Aaron Brooks,Pacers,2017-01-23,2017-01-26,3
Aaron Brooks,Rockets,2007-10-30,2007-12-01,32
Aaron Brooks,Rockets,2007-12-05,2007-12-15,10
Aaron Brooks,Rockets,2008-03-22,2008-04-01,10
Aaron Brooks,Rockets,2010-11-07,2010-12-19,42
Aaron Brooks,Rockets,2011-01-05,2011-01-10,5
Aaron Brooks,Suns,2011-02-25,2011-02-27,2
Aaron Brooks,Timberwolves,2017-12-27,2017-12-28,1
Aaron Gordon,Magic,2014-11-26,2015-01-18,53
Aaron Gordon,Magic,2015-02-04,2015-02-06,2
Aaron Gordon,Magic,2015-02-27,2015-03-04,5
Aaron Gordon,Magic,2016-04-08,2016-04-13,5
Aaron Gordon,Magic,2017-10-20,2017-10-24,4
Aaron Gray,Bulls,2007-11-17,2007-11-18,1
Aaron Gray,Bulls,2009-10-29,2009-11-26,28
Aaron Gray,Hornets,2010-01-25,2010-01-29,4
Aaron Gray,Hornets,2010-10-27,2010-11-22,26
Aaron Gray,Hornets,2010-11-29,2010-12-05,6
Aaron Gray,Hornets,2010-12-08,2010-12-13,5
Aaron Gray,Hornets,2010-12-15,2010-12-20,5
Aaron Gray,Hornets,2010-12-29,2011-01-01,3
Aaron Gray,Hornets,2011-01-21,2011-02-01,11
Aaron Gray,Raptors,2011-12-26,2012-01-18,23
Aaron Gray,Raptors,2013-10-30,2013-11-01,2
Aaron Gray,Raptors,2013-11-09,2013-11-11,2
Aaron Gray,Raptors,2013-11-15,2013-11-17,2
Aaron Gray,Raptors,2013-11-20,2013-12-03,13
Aaron Harrison,Hornets,2015-11-01,2015-11-13,12
Aaron Harrison,Hornets,2016-04-10,2016-04-11,1
Aaron Harrison,Hornets,2016-04-17,2016-04-23,6
Aaron Harrison,Hornets,2016-10-28,2016-11-02,5
Aaron Harrison,Hornets,2016-11-13,2016-11-21,8
Aaron Harrison,Hornets,2016-11-23,2016-11-28,5
Aaron Harrison,Hornets,2016-12-07,2016-12-31,24
Aaron McKie,Lakers,2006-11-26,2007-01-04,39
Aaron McKie,Lakers,2007-01-26,2007-01-28,2
Aaron McKie,Lakers,2007-04-01,2007-04-04,3
Aaron Williams,Clippers,2007-11-01,2007-11-06,5
Abdel Nader,Celtics,2018-01-16,2018-01-18,2
Acie Law,Bobcats,2009-11-18,2009-11-25,7
Acie Law,Bobcats,2009-11-27,2009-12-28,31
Acie Law,Bobcats,2010-02-09,2010-02-10,1
Acie Law,Bulls,2010-04-25,2010-04-27,2
Acie Law,Grizzlies,2010-11-26,2010-11-30,4
Acie Law,Hawks,2007-11-16,2007-12-03,17
Acie Law,Hawks,2008-12-05,2008-12-06,1
Acie Law,Hawks,2009-01-23,2009-01-26,3
Acie Law,Hawks,2009-03-21,2009-04-07,17
Acie Law,Hawks,2009-04-14,2009-04-25,11
Acie Law,Warriors,2011-01-22,2011-01-24,2
Acie Law,Warriors,2011-02-03,2011-02-21,18
Adam Haluska,Hornets,2007-10-31,2008-01-30,91
Adam Morrison,Bobcats,2007-04-10,2007-04-18,8
Adam Morrison,Lakers,2009-02-10,2009-02-17,7
Adam Morrison,Lakers,2009-03-03,2009-03-06,3
Adam Morrison,Lakers,2009-05-12,2010-01-22,255
Adam Morrison,Lakers,2010-01-15,2010-01-27,12
Adam Morrison,Lakers,2010-01-26,2010-02-06,11
Adam Morrison,Lakers,2010-02-01,2010-06-13,132
Adonal Foyle,Magic,2008-10-29,2008-11-18,20
Adonal Foyle,Magic,2008-11-21,2008-11-22,1
Adonal Foyle,Magic,2008-12-20,2008-12-22,2
Adonal Foyle,Magic,2009-03-27,2009-04-03,7
Adonal Foyle,Magic,2009-10-28,2009-12-16,49
Adonal Foyle,Magic,2009-12-21,2010-01-09,19
Adonal Foyle,Magic,2010-01-15,2010-03-11,55
Adonal Foyle,Magic,2010-03-13,2010-03-14,1
Adonal Foyle,Magic,2010-03-17,2010-03-18,1
Adonal Foyle,Magic,2010-03-22,2010-03-26,4
Adreian Payne,Hawks,2014-10-29,2014-11-12,14
Adreian Payne,Hawks,2014-11-14,2014-11-20,6
Adreian Payne,Magic,2017-10-18,2017-12-09,52
Adreian Payne,Timberwolves,2016-01-25,2016-02-02,8
Adrian Griffin,Bulls,2006-11-14,2006-11-28,14
Adrian Griffin,Bulls,2007-03-31,2007-04-08,8
Adrian Griffin,Bulls,2007-04-13,2007-04-24,11
Adrian Griffin,Bulls,2007-10-29,2007-11-17,19
Adrian Griffin,Sonics,2008-02-29,2008-03-12,12
Adrian Griffin,Sonics,2008-03-14,2008-03-19,5
Al Harrington,Magic,2012-11-02,2013-02-26,116
Al Harrington,Nuggets,2010-12-28,2011-01-05,8
Al Harrington,Nuggets,2011-01-30,2011-02-02,3
Al Harrington,Nuggets,2011-03-18,2011-03-19,1
Al Harrington,Pacers,2006-11-18,2006-11-21,3
Al Harrington,Pacers,2006-12-11,2006-12-13,2
Al Harrington,Wizards,2013-12-09,2014-02-22,75
Al Horford,Celtics,2016-11-02,2016-11-19,17
Al Horford,Celtics,2017-01-27,2017-01-30,3
Al Horford,Celtics,2017-03-05,2017-03-08,3
Al Horford,Celtics,2017-11-08,2017-11-12,4
Al Horford,Celtics,2017-12-13,2017-12-15,2
Al Horford,Celtics,2018-03-11,2018-03-16,5
Al Horford,Celtics,2018-04-06,2018-04-08,2
Al Horford,Celtics,2018-04-11,2018-04-15,4
Al Horford,Hawks,2008-11-19,2008-11-21,2
Al Horford,Hawks,2009-01-11,2009-02-04,24
Al Horford,Hawks,2009-05-07,2009-05-09,2
Al Horford,Hawks,2011-01-21,2011-01-26,5
Al Horford,Hawks,2011-02-05,2011-02-12,7
Al Horford,Hawks,2011-03-12,2011-03-15,3
Al Horford,Hawks,2012-01-12,2012-05-06,115
Al Horford,Hawks,2013-12-28,2014-04-19,112
Al Horford,Hawks,2015-01-14,2015-01-16,2
Al Jefferson,Bobcats,2013-11-01,2013-11-11,10
Al Jefferson,Bobcats,2013-11-15,2013-11-22,7
Al Jefferson,Celtics,2006-11-08,2006-11-22,14
Al Jefferson,Hornets,2014-12-31,2015-01-19,19
Al Jefferson,Hornets,2015-03-13,2015-03-16,3
Al Jefferson,Hornets,2015-12-02,2015-12-16,14
Al Jefferson,Hornets,2016-01-01,2016-02-19,49
Al Jefferson,Hornets,2016-04-03,2016-04-05,2
Al Jefferson,Jazz,2013-03-06,2013-03-08,2
Al Jefferson,Pacers,2017-02-24,2017-03-01,5
Al Jefferson,Timberwolves,2009-02-17,2010-03-08,384
Al Thornton,Clippers,2007-11-17,2007-11-21,4
Al Thornton,Clippers,2009-02-23,2009-02-27,4
Al Thornton,Clippers,2009-03-22,2009-03-23,1
Al Thornton,Clippers,2010-01-18,2010-01-20,2
Al Thornton,Wizards,2010-11-25,2010-12-01,6
Al Thornton,Wizards,2011-02-12,2011-02-16,4
Al Thornton,Wizards,2011-02-25,2011-03-01,4
Al-Farouq Aminu,Blazers,2016-11-09,2016-12-05,26
Al-Farouq Aminu,Blazers,2016-12-13,2016-12-21,8
Al-Farouq Aminu,Blazers,2017-11-02,2017-11-30,28
Al-Farouq Aminu,Mavericks,2015-03-13,2015-03-18,5
Alan Anderson,Raptors,2012-11-12,2012-12-14,32
Alan Anderson,Wizards,2015-10-28,2016-02-24,119
Alan Anderson,Wizards,2016-03-04,2016-03-05,1
Alan Anderson,Wizards,2016-03-12,2016-03-14,2
Alan Anderson,Wizards,2016-03-16,2016-03-19,3
Alan Anderson,Wizards,2016-03-21,2016-04-08,18
Alan Williams,Suns,2017-10-18,2018-03-26,159
Alando Tucker,Suns,2007-11-15,2007-11-17,2
Alando Tucker,Suns,2007-11-23,2008-01-27,65
Alando Tucker,Suns,2008-01-29,2008-02-06,8
Alando Tucker,Suns,2008-02-24,2008-04-08,44
Alando Tucker,Suns,2008-04-09,2008-04-16,7
Alando Tucker,Suns,2008-04-19,2008-04-29,10
Alando Tucker,Suns,2008-10-29,2009-01-02,65
Alando Tucker,Suns,2009-11-27,2009-12-01,4
Alando Tucker,Timberwolves,2009-12-30,2010-01-26,27
Alando Tucker,Timberwolves,2010-01-27,2010-03-03,35
Alando Tucker,Timberwolves,2010-02-21,2010-03-16,23
Alec Burks,Jazz,2013-04-09,2013-04-12,3
Alec Burks,Jazz,2014-03-22,2014-03-30,8
Alec Burks,Jazz,2014-12-05,2014-12-08,3
Alec Burks,Jazz,2014-12-27,2016-04-08,468
Alec Burks,Jazz,2015-12-28,2017-01-02,371
Alec Peters,Suns,2017-10-23,2017-11-11,19
Alec Peters,Suns,2017-11-13,2017-11-17,4
Alec Peters,Suns,2017-11-19,2017-11-26,7
Alec Peters,Suns,2017-11-29,2018-01-12,44
Alec Peters,Suns,2018-02-12,2018-03-05,21
Alec Peters,Suns,2018-03-13,2018-03-15,2
Aleksandar Pavlovic,Blazers,2012-11-03,2012-11-05,2
Aleksandar Pavlovic,Blazers,2013-01-19,2013-01-27,8
Aleksandar Pavlovic,Blazers,2013-02-08,2013-02-12,4
Aleksandar Pavlovic,Blazers,2013-03-02,2013-03-29,27
Aleksandar Pavlovic,Cavaliers,2007-02-22,2007-02-27,5
Aleksandar Pavlovic,Cavaliers,2007-10-31,2007-11-04,4
Aleksandar Pavlovic,Cavaliers,2008-01-25,2008-03-12,47
Aleksandar Pavlovic,Cavaliers,2008-04-19,2008-05-02,13
Aleksandar Pavlovic,Cavaliers,2009-02-18,2009-03-02,12
Aleksandar Pavlovic,Timberwolves,2010-03-16,2010-03-24,8
Alex Abrines,Thunder,2017-02-01,2017-02-05,4
Alex Abrines,Thunder,2017-04-05,2017-04-11,6
Alex Abrines,Thunder,2018-01-03,2018-01-07,4
Alex Abrines,Thunder,2018-04-11,2018-04-15,4
Alex Acker,Clippers,2009-03-10,2009-03-14,4
Alex Acker,Clippers,2009-03-23,2009-03-25,2
Alex Acker,Pistons,2008-10-29,2008-11-03,5
Alex Acker,Pistons,2008-11-26,2008-11-30,4
Alex Caruso,Lakers,2017-10-22,2017-12-20,59
Alex Caruso,Lakers,2018-01-05,2018-01-17,12
Alex Caruso,Lakers,2018-02-15,2018-02-24,9
Alex Caruso,Lakers,2018-02-26,2018-03-07,9
Alex Kirk,Cavaliers,2014-11-14,2014-11-29,15
Alex Kirk,Cavaliers,2014-12-02,2014-12-25,23
Alex Len,Suns,2013-11-30,2014-01-07,38
Alex Len,Suns,2015-04-04,2015-04-07,3
Alex Len,Suns,2016-12-15,2016-12-17,2
Alex Len,Suns,2017-10-18,2017-10-20,2
Alex Len,Suns,2018-01-26,2018-01-29,3
Alex Len,Suns,2018-01-31,2018-02-04,4
Alex Poythress,Pacers,2017-10-18,2017-10-20,2
Alex Poythress,Pacers,2017-11-10,2017-11-15,5
Alex Poythress,Pacers,2017-11-29,2017-12-17,18
Alex Poythress,Pacers,2018-03-09,2018-03-15,6
Alex Poythress,Pacers,2018-03-27,2018-03-29,2
Alex Poythress,Pacers,2018-04-01,2018-04-10,9
Alex Poythress,Pacers,2018-04-15,2018-04-20,5
Alexander Johnson,Grizzlies,2006-11-07,2006-11-11,4
Alexander Johnson,Heat,2007-12-20,2007-12-22,2
Alexis Ajinca,Bobcats,2009-03-08,2009-11-07,244
Alexis Ajinca,Bobcats,2009-11-06,2009-11-11,5
Alexis Ajinca,Bobcats,2009-11-10,2009-11-18,8
Alexis Ajinca,Mavericks,2010-10-27,2010-11-26,30
Alexis Ajinca,Mavericks,2010-11-27,2010-12-07,10
Alexis Ajinca,Mavericks,2010-12-09,2010-12-21,12
Alexis Ajinca,Pelicans,2015-12-20,2015-12-28,8
Alexis Ajinca,Pelicans,2017-01-14,2017-01-16,2
Alexis Ajinca,Pelicans,2017-01-20,2017-01-23,3
Alexis Ajinca,Raptors,2011-01-24,2011-01-26,2
Alfonzo McKinnie,Raptors,2017-11-05,2017-11-07,2
Alfonzo McKinnie,Raptors,2017-11-09,2018-01-09,61
Alfonzo McKinnie,Raptors,2017-11-12,2018-01-19,68
Alfonzo McKinnie,Raptors,2017-12-21,2018-03-06,75
Alfonzo McKinnie,Raptors,2018-01-11,2018-04-09,88
Alfonzo McKinnie,Raptors,2018-03-11,2018-04-20,40
Allen Crabbe,Blazers,2014-01-07,2014-02-07,31
Allen Crabbe,Blazers,2014-03-07,2014-03-16,9
Allen Crabbe,Blazers,2014-11-06,2014-11-11,5
Allen Crabbe,Blazers,2015-03-01,2015-03-07,6
Allen Crabbe,Blazers,2016-02-06,2016-02-08,2
Allen Crabbe,Nets,2018-03-16,2018-03-19,3
Allen Crabbe,Nets,2018-04-03,2018-04-05,2
Allen Iverson,76ers,2006-11-21,2006-11-24,3
Allen Iverson,76ers,2006-12-08,2009-12-28,1116
Allen Iverson,76ers,2009-12-19,2010-01-11,23
Allen Iverson,Grizzlies,2009-10-28,2009-11-02,5
Allen Iverson,Pistons,2008-11-03,2008-11-07,4
Allen Iverson,Pistons,2009-02-10,2009-02-11,1
Allen Iverson,Pistons,2009-02-27,2009-03-29,30
Alonzo Gee,Blazers,2015-02-20,2015-02-25,5
Alonzo Gee,Cavaliers,2011-02-11,2011-02-16,5
Alonzo Gee,Nuggets,2016-12-15,2017-01-02,18
Alonzo Gee,Nuggets,2017-01-03,2017-01-05,2
Alonzo Gee,Nuggets,2017-01-12,2017-01-17,5
Alonzo Gee,Spurs,2010-03-31,2010-10-30,213
Alonzo Gee,Spurs,2010-04-18,2010-11-03,199
Alonzo Mourning,Heat,2007-01-26,2007-01-27,1
Alonzo Mourning,Heat,2007-03-21,2007-03-26,5
Alonzo Mourning,Heat,2007-04-16,2007-04-18,2
Amare Stoudemire,Heat,2015-10-28,2015-10-30,2
Amare Stoudemire,Heat,2015-11-03,2015-11-05,2
Amare Stoudemire,Heat,2015-11-21,2015-11-27,6
Amare Stoudemire,Heat,2015-11-30,2015-12-11,11
Amare Stoudemire,Knicks,2011-02-12,2011-02-16,4
Amare Stoudemire,Knicks,2011-04-08,2011-04-13,5
Amare Stoudemire,Knicks,2012-03-26,2012-04-20,25
Amare Stoudemire,Knicks,2012-05-03,2012-05-06,3
Amare Stoudemire,Knicks,2012-11-02,2013-01-01,60
Amare Stoudemire,Knicks,2013-03-09,2013-05-11,63
Amare Stoudemire,Knicks,2013-12-18,2013-12-20,2
Amare Stoudemire,Knicks,2014-01-28,2014-02-01,4
Amare Stoudemire,Knicks,2015-01-07,2015-01-15,8
Amare Stoudemire,Knicks,2015-01-23,2015-01-24,1
Amare Stoudemire,Knicks,2015-01-28,2015-02-06,9
Amare Stoudemire,Mavericks,2015-02-19,2015-02-22,3
Amare Stoudemire,Suns,2007-11-04,2007-11-09,5
Amile Jefferson,Timberwolves,2018-02-07,2018-03-02,23
Amir Johnson,Celtics,2015-12-21,2015-12-26,5
Amir Johnson,Celtics,2017-04-08,2017-04-10,2
Amir Johnson,Pistons,2006-11-15,2006-12-17,32
Amir Johnson,Pistons,2006-12-21,2006-12-31,10
Amir Johnson,Pistons,2008-01-10,2008-01-12,2
Amir Johnson,Raptors,2011-02-11,2011-02-13,2
Amir Johnson,Raptors,2011-03-11,2011-03-18,7
Amir Johnson,Raptors,2012-02-04,2014-02-18,745
Amir Johnson,Raptors,2014-02-10,2014-04-11,60
Amir Johnson,Raptors,2014-04-04,2014-11-07,217
Amir Johnson,Raptors,2014-11-02,2015-04-14,163
Anderson Varejao,Cavaliers,2006-12-29,2006-12-30,1
Anderson Varejao,Cavaliers,2007-12-08,2007-12-11,3
Anderson Varejao,Cavaliers,2008-01-30,2008-02-26,27
Anderson Varejao,Cavaliers,2009-04-05,2009-04-08,3
Anderson Varejao,Cavaliers,2009-11-17,2009-11-20,3
Anderson Varejao,Cavaliers,2010-03-28,2010-04-06,9
Anderson Varejao,Cavaliers,2010-11-13,2010-11-16,3
Anderson Varejao,Cavaliers,2011-01-01,2011-01-05,4
Anderson Varejao,Cavaliers,2011-01-14,2011-02-25,42
Anderson Varejao,Cavaliers,2011-02-27,2012-11-09,621
Anderson Varejao,Cavaliers,2012-02-11,2014-02-01,721
Anderson Varejao,Cavaliers,2012-03-18,2014-02-18,702
Anderson Varejao,Cavaliers,2012-11-07,2014-03-08,486
Anderson Varejao,Cavaliers,2012-12-19,2014-12-02,713
Anderson Varejao,Warriors,2016-04-24,2016-04-27,3
Anderson Varejao,Warriors,2016-11-07,2016-11-10,3
Anderson Varejao,Warriors,2016-11-18,2016-11-19,1
Anderson Varejao,Warriors,2016-11-21,2016-11-23,2
Anderson Varejao,Warriors,2016-11-25,2016-11-26,1
Anderson Varejao,Warriors,2016-12-01,2016-12-03,2
Anderson Varejao,Warriors,2016-12-05,2016-12-08,3
Anderson Varejao,Warriors,2016-12-17,2016-12-20,3
Anderson Varejao,Warriors,2016-12-30,2017-01-02,3
Andray Blatche,Nets,2014-04-09,2014-04-11,2
Andray Blatche,Wizards,2006-11-12,2006-11-18,6
Andray Blatche,Wizards,2006-12-09,2006-12-13,4
Andray Blatche,Wizards,2007-03-14,2007-03-16,2
Andray Blatche,Wizards,2007-03-26,2007-04-07,12
Andray Blatche,Wizards,2010-12-07,2010-12-10,3
Andray Blatche,Wizards,2010-12-14,2010-12-18,4
Andray Blatche,Wizards,2011-02-25,2011-02-28,3
Andray Blatche,Wizards,2011-03-12,2011-03-18,6
Andray Blatche,Wizards,2011-03-20,2011-03-30,10
Andray Blatche,Wizards,2012-01-30,2012-03-03,33
Andre Brown,Bobcats,2008-10-30,2008-11-01,2
Andre Brown,Bobcats,2008-11-05,2008-11-07,2
Andre Brown,Grizzlies,2007-11-13,2007-11-17,4
Andre Brown,Grizzlies,2007-12-11,2007-12-14,3
Andre Brown,Grizzlies,2008-01-11,2008-01-18,7
Andre Brown,Grizzlies,2008-03-05,2008-03-15,10
Andre Brown,Grizzlies,2008-03-17,2008-04-08,22
Andre Dawkins,Heat,2014-10-29,2014-11-01,3
Andre Dawkins,Heat,2014-11-12,2014-11-14,2
Andre Dawkins,Heat,2014-11-20,2014-11-22,2
Andre Dawkins,Heat,2014-11-30,2014-12-03,3
Andre Dawkins,Heat,2014-12-05,2014-12-21,16
Andre Drummond,Pistons,2013-02-08,2013-03-29,49
Andre Drummond,Pistons,2016-11-14,2016-11-16,2
Andre Iguodala,76ers,2010-11-07,2010-11-12,5
Andre Iguodala,76ers,2010-11-16,2010-11-23,7
Andre Iguodala,Warriors,2013-11-23,2013-12-17,24
Andre Iguodala,Warriors,2014-03-18,2014-03-28,10
Andre Iguodala,Warriors,2014-04-14,2014-04-16,2
Andre Iguodala,Warriors,2015-03-28,2015-03-31,3
Andre Iguodala,Warriors,2016-03-01,2016-03-03,2
Andre Iguodala,Warriors,2016-03-07,2016-03-09,2
Andre Iguodala,Warriors,2016-03-14,2016-04-05,22
Andre Iguodala,Warriors,2016-12-10,2016-12-11,1
Andre Iguodala,Warriors,2017-01-23,2017-01-25,2
Andre Iguodala,Warriors,2017-03-21,2017-03-24,3
Andre Iguodala,Warriors,2017-05-16,2017-05-20,4
Andre Iguodala,Warriors,2017-10-17,2017-10-20,3
Andre Iguodala,Warriors,2017-11-11,2017-11-13,2
Andre Iguodala,Warriors,2017-12-01,2017-12-04,3
Andre Iguodala,Warriors,2017-12-20,2017-12-22,2
Andre Iguodala,Warriors,2018-01-03,2018-01-04,1
Andre Iguodala,Warriors,2018-01-17,2018-01-23,6
Andre Iguodala,Warriors,2018-02-02,2018-02-03,1
Andre Iguodala,Warriors,2018-03-08,2018-03-14,6
Andre Iguodala,Warriors,2018-03-31,2018-04-07,7
Andre Iguodala,Warriors,2018-04-08,2018-04-14,6
Andre Miller,76ers,2006-12-22,2006-12-23,1
Andre Miller,Spurs,2016-03-30,2016-04-02,3
Andre Miller,Spurs,2016-04-17,2016-04-19,2
Andre Miller,Spurs,2016-04-22,2016-04-24,2
Andre Owens,Pacers,2007-11-20,2007-11-21,1
Andre Owens,Pacers,2008-01-21,2008-01-23,2
Andre Owens,Pacers,2008-02-01,2008-02-06,5
Andre Owens,Pacers,2008-03-11,2008-03-19,8
Andre Owens,Pacers,2008-03-21,2008-03-26,5
Andre Owens,Pacers,2008-03-28,2008-04-16,19
Andre Roberson,Thunder,2014-01-11,2014-01-14,3
Andre Roberson,Thunder,2014-01-17,2014-02-03,17
Andre Roberson,Thunder,2014-01-27,2014-02-13,17
Andre Roberson,Thunder,2014-02-07,2014-04-14,66
Andre Roberson,Thunder,2014-04-09,2014-05-19,40
Andre Roberson,Thunder,2014-04-16,2015-11-18,581
Andre Roberson,Thunder,2014-04-19,2016-02-21,673
Andre Roberson,Thunder,2014-05-25,2016-04-09,685
Andre Roberson,Thunder,2015-11-16,2017-12-15,760
Andre Roberson,Thunder,2016-01-26,2018-01-17,722
Andrea Bargnani,Knicks,2014-01-24,2014-12-31,341
Andrea Bargnani,Knicks,2014-10-29,2015-02-09,103
Andrea Bargnani,Nets,2015-12-01,2015-12-10,9
Andrea Bargnani,Nets,2016-02-19,2016-02-20,1
Andrea Bargnani,Raptors,2006-12-08,2006-12-10,2
Andrea Bargnani,Raptors,2007-01-24,2007-01-26,2
Andrea Bargnani,Raptors,2007-03-21,2007-04-18,28
Andrea Bargnani,Raptors,2007-12-03,2007-12-11,8
Andrea Bargnani,Raptors,2009-12-09,2009-12-11,2
Andrea Bargnani,Raptors,2010-01-22,2010-01-24,2
Andrea Bargnani,Raptors,2010-12-27,2011-01-04,8
Andrea Bargnani,Raptors,2011-03-09,2011-03-11,2
Andrea Bargnani,Raptors,2011-04-03,2011-04-05,2
Andrea Bargnani,Raptors,2011-04-06,2012-01-24,293
Andrea Bargnani,Raptors,2012-01-22,2012-03-11,49
Andrea Bargnani,Raptors,2012-01-27,2013-02-06,376
Andreas Glyniadakis,Sonics,2006-11-05,2006-11-10,5
Andreas Glyniadakis,Sonics,2006-11-18,2006-11-22,4
Andrei Kirilenko,Jazz,2006-11-14,2006-11-24,10
Andrei Kirilenko,Jazz,2007-02-24,2007-02-26,2
Andrei Kirilenko,Jazz,2007-04-07,2007-04-16,9
Andrei Kirilenko,Jazz,2008-01-08,2008-01-10,2
Andrei Kirilenko,Jazz,2008-03-30,2008-04-02,3
Andrei Kirilenko,Jazz,2008-11-14,2008-11-17,3
Andrei Kirilenko,Jazz,2009-01-21,2009-02-17,27
Andrei Kirilenko,Jazz,2010-03-22,2010-03-26,4
Andrei Kirilenko,Jazz,2010-04-17,2010-05-08,21
Andrei Kirilenko,Jazz,2010-12-29,2011-01-01,3
Andrei Kirilenko,Nets,2013-10-30,2013-11-01,2
Andrei Kirilenko,Nets,2013-11-09,2013-12-31,52
Andrei Kirilenko,Nets,2014-03-10,2014-03-15,5
Andres Nocioni,76ers,2011-01-17,2011-01-24,7
Andres Nocioni,Bulls,2007-02-05,2007-02-22,17
Andres Nocioni,Bulls,2007-02-23,2007-04-08,44
Andrew Bogut,Bucks,2007-03-25,2008-03-22,363
Andrew Bogut,Bucks,2008-03-15,2008-04-01,17
Andrew Bogut,Bucks,2008-03-28,2008-12-03,250
Andrew Bogut,Bucks,2008-11-26,2009-01-10,45
Andrew Bogut,Bucks,2009-01-03,2009-01-30,27
Andrew Bogut,Bucks,2009-01-16,2009-11-30,318
Andrew Bogut,Bucks,2009-02-03,2010-03-28,418
Andrew Bogut,Bucks,2009-11-20,2010-05-02,163
Andrew Bogut,Bucks,2010-03-26,2011-02-05,316
Andrew Bogut,Bucks,2010-04-06,2011-03-08,336
Andrew Bogut,Bucks,2011-02-02,2012-01-10,342
Andrew Bogut,Lakers,2017-11-03,2017-11-08,5
Andrew Bogut,Mavericks,2016-12-19,2016-12-27,8
Andrew Bogut,Mavericks,2016-12-30,2017-01-03,4
Andrew Bogut,Mavericks,2017-01-15,2017-01-25,10
Andrew Bogut,Mavericks,2017-02-03,2017-02-15,12
Andrew Bogut,Warriors,2012-03-16,2012-11-05,234
Andrew Bogut,Warriors,2012-11-03,2013-01-28,86
Andrew Bogut,Warriors,2012-11-08,2013-01-31,84
Andrew Bogut,Warriors,2013-01-29,2013-02-08,10
Andrew Bogut,Warriors,2013-02-06,2013-02-12,6
Andrew Bogut,Warriors,2013-02-09,2013-03-04,23
Andrew Bogut,Warriors,2013-02-22,2014-02-24,367
Andrew Bogut,Warriors,2014-02-06,2014-03-20,42
