date,rot,vh,team,1st,2nd,3rd,4th,final,open,close,ml,2h,season
306,544,H,Washington,33,31,29,25,118,3.0,5.5,-230,1.0,2019-20
306,545,V,OklahomaCity,27,34,34,31,126,7.0,6.0,-250,106.0,2019-20
306,546,H,NewYork,20,28,30,25,103,219.0,217.0,200,1.5,2019-20
306,547,V,SanAntonio,22,32,41,25,120,222.5,225.5,120,4.5,2019-20
306,548,H,Brooklyn,41,34,45,19,139,2.5,2.5,-140,110.5,2019-20
306,549,V,Utah,30,32,17,20,99,221.0,219.0,105,112.5,2019-20
306,550,H,Boston,29,20,17,28,94,2.0,1.5,-125,4.0,2019-20
306,551,V,Miami,26,25,23,30,104,235.5,232.5,105,3.5,2019-20
306,552,H,NewOrleans,32,33,24,21,110,2.0,1.5,-125,112.5,2019-20
306,553,V,Orlando,29,36,37,30,132,2.0,2.5,-145,119.0,2019-20
306,554,H,Minnesota,24,31,28,35,118,234.5,234.0,125,1.5,2019-20
306,555,V,Indiana,29,33,27,19,108,4.0,2.5,-135,102.5,2019-20
306,556,H,Chicago,25,21,26,30,102,213.5,208.5,115,3.5,2019-20
306,557,V,Memphis,28,21,16,31,96,227.0,225.0,250,115.0,2019-20
306,558,H,Dallas,33,28,34,26,121,7.5,7.5,-310,0.5,2019-20
306,559,V,Portland,22,36,24,35,117,1.5,3.5,-160,5.0,2019-20
306,560,H,Phoenix,34,33,28,32,127,233.5,233.0,140,113.5,2019-20
306,561,V,Milwaukee,22,26,28,27,103,228.5,228.5,105,116.5,2019-20
306,562,H,LALakers,19,29,39,26,113,,1.5,-125,1.0,2019-20
307,563,V,Houston,17,26,33,23,99,8.0,8.0,-400,9.0,2019-20
307,564,H,Charlotte,30,27,25,26,108,222.0,219.5,300,107.5,2019-20
307,565,V,Utah,28,27,24,32,111,8.5,8.0,-400,108.0,2019-20
307,566,H,Detroit,17,22,34,32,105,214.0,211.0,300,,2019-20
307,567,V,Denver,33,28,22,19,102,9.0,9.5,-550,5.5,2019-20
307,568,H,Cleveland,23,35,27,19,104,218.0,219.0,400,107.5,2019-20
307,569,V,Atlanta,18,27,33,23,101,235.0,235.0,220,2.5,2019-20
307,570,H,Memphis,38,28,27,25,118,5.5,6.0,-270,114.5,2019-20
307,571,V,Philadelphia,26,31,33,24,114,2.5,3.5,-170,2.0,2019-20
307,572,H,GoldenState,21,34,27,36,118,226.0,220.0,145,107.5,2019-20
307,573,V,Sacramento,40,37,23,23,123,230.0,230.5,110,113.0,2019-20
307,574,H,Portland,24,30,26,31,111,3.0,2.0,-130,7.5,2019-20
308,501,V,Chicago,23,27,20,37,107,220.5,218.5,230,107.5,2019-20
308,502,H,Brooklyn,22,36,19,33,110,6.5,6.5,-280,1.0,2019-20
308,503,V,LALakers,27,22,36,27,112,227.5,226.5,130,0.5,2019-20
308,504,H,LAClippers,25,28,28,22,103,2.5,2.5,-150,110.5,2019-20
308,505,V,NewOrleans,36,35,27,22,120,6.0,7.0,-330,1.5,2019-20
308,506,H,Minnesota,29,34,21,23,107,247.0,248.5,260,120.5,2019-20
308,507,V,OklahomaCity,29,23,31,22,105,219.0,217.5,230,107.5,2019-20
308,508,H,Boston,26,37,21,20,104,4.0,6.5,-280,0.5,2019-20
308,509,V,Milwaukee,28,31,32,40,131,5.0,6.5,-275,9.0,2019-20
308,510,H,Phoenix,47,30,25,38,140,221.0,228.5,225,116.5,2019-20
308,511,V,Indiana,31,24,31,26,112,219.0,218.5,225,107.0,2019-20
308,512,H,Dallas,26,26,32,25,109,6.5,6.5,-275,6.0,2019-20
308,513,V,Miami,29,28,15,28,100,4.5,5.5,-240,3.0,2019-20
308,514,H,Washington,23,31,18,17,89,231.5,233.0,190,113.0,2019-20
308,515,V,Orlando,34,37,34,21,126,234.0,229.0,300,116.5,2019-20
308,516,H,Houston,24,22,30,30,106,9.5,8.0,-400,10.0,2019-20
308,517,V,SanAntonio,18,32,41,27,129,5.0,4.5,-190,5.5,2019-20
308,518,H,Cleveland,35,25,27,31,132,221.0,226.5,160,108.0,2019-20
308,519,V,Detroit,22,25,24,13,84,210.0,210.5,185,103.0,2019-20
308,520,H,NewYork,27,22,23,24,96,5.5,5.5,-230,2.5,2019-20
308,521,V,Toronto,22,29,27,40,118,4.5,5.0,-200,3.0,2019-20
308,522,H,Sacramento,22,28,24,39,113,230.0,225.5,170,110.0,2019-20
309,523,V,Charlotte,32,31,31,28,138,225.0,222.0,170,108.5,2019-20
309,524,H,Atlanta,32,34,32,24,143,4.0,4.5,-200,2.5,2019-20
309,525,V,Toronto,27,30,19,25,101,225.5,224.5,210,108.5,2019-20
309,526,H,Utah,22,29,19,22,92,4.0,6.0,-260,5.5,2019-20
309,527,V,Milwaukee,24,30,17,24,95,223.5,220.0,260,113.5,2019-20
309,528,H,Denver,39,23,14,33,109,4.5,7.5,-330,2.0,2019-20
310,529,V,Boston,30,29,35,20,114,1.0,3.0,-150,110.5,2019-20
310,530,H,Indiana,22,28,30,31,111,215.0,215.0,130,1.5,2019-20
310,531,V,NewYork,31,39,17,28,115,227.0,229.5,180,111.0,2019-20
310,532,H,Washington,36,18,33,35,122,3.5,5.0,-220,7.0,2019-20
310,533,V,Cleveland,29,23,26,25,103,217.5,217.5,150,106.5,2019-20
310,534,H,Chicago,27,27,24,30,108,3.5,4.0,-180,2.5,2019-20
310,535,V,Minnesota,35,21,24,31,111,246.0,249.5,600,121.5,2019-20
310,536,H,Houston,26,26,31,34,117,12.5,12.5,-900,10.0,2019-20
310,537,V,Orlando,27,23,35,35,120,224.0,219.0,110,3.0,2019-20
310,538,H,Memphis,35,28,23,29,115,2.0,2.0,-130,111.5,2019-20
310,539,V,Dallas,29,30,26,24,109,2.5,4.0,-180,0.5,2019-20
310,540,H,SanAntonio,27,27,29,36,119,227.5,232.0,150,113.5,2019-20
310,541,V,Phoenix,28,25,25,27,105,233.5,234.5,200,119.0,2019-20
310,542,H,Portland,36,18,28,39,121,3.5,6.0,-250,4.0,2019-20
310,543,V,Brooklyn,27,29,31,17,104,223.5,227.0,650,112.0,2019-20
310,544,H,LALakers,33,25,22,22,102,12.0,12.0,-1000,7.5,2019-20
310,545,V,LAClippers,35,41,35,20,131,12.5,12.5,-850,108.5,2019-20
310,546,H,GoldenState,26,22,29,30,107,226.5,223.5,575,0.5,2019-20
311,547,V,NewYork,33,34,29,22,136,230.0,232.5,200,113.5,2019-20
311,548,H,Atlanta,24,26,28,40,131,4.0,5.5,-250,7.5,2019-20
311,549,V,Detroit,29,26,29,22,106,215.0,209.5,550,102.5,2019-20
311,550,H,Philadelphia,34,36,29,25,124,11.0,12.0,-800,2.5,2019-20
311,551,V,Charlotte,22,37,28,22,109,211.5,206.5,500,101.5,2019-20
311,552,H,Miami,40,11,26,21,98,10.0,11.0,-700,9.5,2019-20
311,555,V,Denver,29,21,35,12,97,1.0,2.5,-140,3.0,2019-20
311,556,H,Dallas,33,24,27,29,113,218.0,220.5,120,108.0,2019-20
730,701,N,Utah,23,25,31,27,106,220.5,229.0,125,115.5,2019-20
730,702,N,NewOrleans,26,34,27,17,104,1.0,2.5,-145,1.0,2019-20
730,703,N,LAClippers,23,29,25,24,101,218.5,220.0,165,1.5,2019-20
730,704,N,LALakers,35,19,22,27,103,1.0,4.0,-185,106.0,2019-20
731,705,N,Orlando,36,34,41,17,128,6.0,7.5,-340,1.0,2019-20
731,706,N,Brooklyn,39,20,23,36,118,212.0,210.0,280,107.5,2019-20
731,707,N,Memphis,30,30,36,28,135,222.5,224.5,140,1.0,2019-20
731,708,N,Portland,35,33,25,31,140,2.5,3.0,-160,115.5,2019-20
731,709,N,Phoenix,38,29,22,36,125,7.5,7.0,-310,0.5,2019-20
731,710,N,Washington,31,21,29,31,112,225.0,224.5,260,114.5,2019-20
731,711,N,Boston,25,33,29,25,112,215.5,221.0,155,113.5,2019-20
731,712,N,Milwaukee,33,31,23,32,119,4.0,3.5,-175,,2019-20
731,713,N,Sacramento,30,35,27,28,120,2.0,3.5,-165,2.0,2019-20
731,714,N,SanAntonio,43,21,32,33,129,214.5,223.5,145,111.5,2019-20
731,715,N,Houston,42,33,33,31,153,1.0,1.5,-120,3.5,2019-20
731,716,N,Dallas,42,43,34,20,149,225.5,232.5,100,117.5,2019-20
801,717,N,Miami,28,28,38,31,125,,4.0,-175,2.5,2019-20
801,718,N,Denver,26,31,22,26,105,213.0,215.5,155,105.5,2019-20
801,719,N,Utah,15,27,20,32,94,1.0,,-110,5.5,2019-20
801,720,N,OklahomaCity,29,37,20,24,110,212.5,219.0,-110,108.5,2019-20
801,721,N,NewOrleans,25,20,21,37,103,226.5,232.0,190,5.0,2019-20
801,722,N,LAClippers,37,40,26,23,126,5.5,5.0,-220,114.5,2019-20
801,723,N,Philadelphia,29,26,32,34,121,3.5,6.0,-280,5.0,2019-20
801,724,N,Indiana,35,26,20,46,127,210.5,219.5,240,110.5,2019-20
801,725,N,LALakers,21,23,26,22,92,4.0,2.5,-150,0.5,2019-20
801,726,N,Toronto,23,18,31,35,107,213.5,225.0,130,109.5,2019-20
802,727,N,Washington,21,33,31,25,110,233.0,230.0,150,113.5,2019-20
802,728,N,Brooklyn,24,30,29,35,118,1.5,4.0,-170,2.5,2019-20
802,729,N,Portland,24,24,38,38,124,227.5,227.5,150,3.0,2019-20
802,730,N,Boston,37,30,27,34,128,4.5,4.0,-170,114.5,2019-20
802,731,N,SanAntonio,31,28,26,23,108,233.0,236.0,135,119.0,2019-20
802,732,N,Memphis,25,29,22,30,106,2.5,3.0,-155,2.0,2019-20
802,733,N,Sacramento,26,28,24,38,116,221.0,228.0,110,5.0,2019-20
802,734,N,Orlando,44,34,35,19,132,3.0,2.0,-130,110.0,2019-20
802,735,N,Milwaukee,29,25,36,26,116,4.0,5.0,-200,5.5,2019-20
802,736,N,Houston,32,30,27,31,120,240.0,244.0,175,123.5,2019-20
802,737,N,Dallas,35,38,19,23,115,5.5,6.0,-250,117.5,2019-20
802,738,N,Phoenix,23,37,36,21,117,235.0,235.0,210,1.5,2019-20
803,739,N,Toronto,23,25,36,23,107,3.0,2.5,-145,1.0,2019-20
803,740,N,Miami,17,27,35,24,103,221.0,222.0,125,106.0,2019-20
803,741,N,Indiana,20,36,34,21,111,7.5,8.5,-400,3.5,2019-20
803,742,N,Washington,21,26,21,32,100,227.5,227.5,330,111.0,2019-20
803,743,N,Denver,23,27,28,31,121,219.5,219.5,200,104.5,2019-20
803,744,N,OklahomaCity,22,29,30,28,113,4.5,6.0,-240,2.0,2019-20
803,745,N,Memphis,22,29,23,25,99,238.5,236.5,165,1118.0,2019-20
803,746,N,NewOrleans,26,32,21,30,109,3.5,4.5,-185,1.5,2019-20
803,747,N,SanAntonio,32,30,25,43,130,228.0,227.0,275,112.0,2019-20
803,748,N,Philadelphia,35,29,35,33,132,7.0,7.5,-335,2.5,2019-20
803,749,N,LALakers,24,34,28,30,116,6.0,6.0,-265,2.5,2019-20
803,750,N,Utah,24,32,20,32,108,219.0,217.0,225,105.0,2019-20
804,751,N,Brooklyn,40,33,21,25,119,227.0,230.5,1500,115.5,2019-20
804,752,N,Milwaukee,34,31,23,28,116,19.0,19.0,-5000,14.5,2019-20
804,753,N,Dallas,27,29,19,20,114,5.5,5.5,-240,5.0,2019-20
804,754,N,Sacramento,37,23,22,13,110,237.0,236.5,200,115.5,2019-20
804,755,N,Phoenix,27,36,32,22,117,230.0,230.0,330,117.0,2019-20
804,756,N,LAClippers,23,33,35,24,115,9.0,9.0,-400,8.5,2019-20
804,757,N,Orlando,22,28,26,33,109,2.0,1.0,-115,6.0,2019-20
804,758,N,Indiana,43,28,21,28,120,223.5,224.0,-105,110.0,2019-20
804,759,N,Boston,28,23,32,23,106,3.0,5.0,-200,6.0,2019-20
804,760,N,Miami,33,30,28,21,112,223.5,218.5,175,109.5,2019-20
804,761,N,Houston,24,32,24,22,102,5.0,3.5,-170,3.5,2019-20
804,762,N,Portland,29,32,25,24,110,244.0,244.0,150,119.5,2019-20
805,763,N,Memphis,31,24,33,27,115,225.0,220.0,190,108.5,2019-20
805,764,N,Utah,25,39,25,35,124,4.5,5.5,-220,,2019-20
805,765,N,Philadelphia,26,28,23,30,107,10.5,10.5,-600,4.0,2019-20
805,766,N,Washington,20,27,27,24,98,233.0,229.5,450,113.5,2019-20
805,767,N,Denver,32,30,27,43,132,3.0,3.0,-155,1.0,2019-20
805,768,N,SanAntonio,28,37,24,37,126,224.5,226.5,135,112.5,2019-20
805,769,N,OklahomaCity,26,26,29,24,105,219.0,218.0,200,105.5,2019-20
805,770,N,LALakers,18,27,21,20,86,6.0,5.5,-240,2.0,2019-20
805,771,N,Toronto,26,29,23,31,109,5.0,7.5,-370,3.0,2019-20
805,772,N,Orlando,11,24,33,31,99,224.5,222.5,310,107.0,2019-20
805,773,N,Brooklyn,25,27,25,38,115,228.0,224.0,320,110.0,2019-20
805,774,N,Boston,34,37,35,43,149,8.5,8.5,-380,3.0,2019-20
806,775,N,NewOrleans,39,31,33,22,125,4.0,4.5,-190,1.5,2019-20
806,776,N,Sacramento,49,28,40,23,140,233.5,235.0,170,116.0,2019-20
806,777,N,Miami,34,39,25,18,116,220.0,223.5,375,110.0,2019-20
806,778,N,Milwaukee,25,31,36,38,130,9.5,9.5,-450,4.0,2019-20
806,779,N,Indiana,23,25,27,24,99,3.0,2.0,-130,1.0,2019-20
806,780,N,Phoenix,28,24,34,28,114,228.5,228.0,110,111.0,2019-20
806,781,N,LAClippers,23,36,32,35,126,4.0,4.0,-180,1.5,2019-20
806,782,N,Dallas,22,36,29,24,111,231.5,230.5,160,111.5,2019-20
806,783,N,Portland,27,35,30,33,125,3.5,4.5,-190,1.5,2019-20
806,784,N,Denver,26,23,38,28,115,233.5,228.5,170,114.0,2019-20
806,785,N,LALakers,26,30,23,18,97,230.0,228.0,140,110.5,2019-20
806,786,N,Houston,33,32,29,19,113,3.0,3.5,-160,1.0,2019-20
807,701,N,Utah,27,23,34,27,111,228.0,226.0,340,113.5,2019-20
807,702,N,SanAntonio,36,24,36,23,119,2.5,9.0,-410,2.0,2019-20
807,703,N,OklahomaCity,37,23,18,14,92,3.0,3.0,-155,4.5,2019-20
807,704,N,Memphis,25,38,32,26,121,225.0,220.0,135,109.5,2019-20
807,705,N,Sacramento,27,26,29,24,106,4.0,5.5,-210,6.5,2019-20
807,706,N,Brooklyn,24,39,30,26,119,231.0,232.0,180,116.5,2019-20
807,707,N,Orlando,23,27,29,22,101,222.5,221.5,170,112.0,2019-20
807,708,N,Philadelphia,25,23,29,31,108,4.0,4.5,-190,4.5,2019-20
807,709,N,Washington,32,24,25,26,107,231.0,236.0,280,116.0,2019-20
807,710,N,NewOrleans,28,26,37,27,118,7.0,8.0,-340,6.0,2019-20
807,711,N,Boston,21,31,39,31,122,220.0,223.0,105,112.0,2019-20
807,712,N,Toronto,14,23,20,43,100,3.0,1.5,-125,5.5,2019-20
808,713,N,LAClippers,34,35,26,27,122,5.5,232.5,155,114.5,2019-20
808,714,N,Portland,37,38,21,21,117,235.0,4.5,-175,1.5,2019-20
808,715,N,Utah,29,34,25,17,132,2.0,1.0,-115,111.0,2019-20
808,716,N,Denver,15,34,30,26,134,222.0,222.0,-105,1.0,2019-20
808,717,N,LALakers,24,35,22,30,111,4.5,5.5,-220,2.0,2019-20
808,718,N,Indiana,34,20,33,29,116,219.0,218.5,190,107.0,2019-20
808,719,N,Phoenix,25,35,28,31,119,1.0,4.0,-170,1.0,2019-20
808,720,N,Miami,32,28,26,26,112,223.5,225.5,150,113.0,2019-20
808,721,N,Milwaukee,32,39,20,28,132,5.0,5.5,-220,2.0,2019-20
808,722,N,Dallas,35,27,31,26,136,232.0,237.5,190,119.0,2019-20
809,723,N,Washington,23,25,27,28,103,227.0,220.5,375,108.5,2019-20
809,724,N,OklahomaCity,32,32,26,31,121,9.5,9.0,-450,4.0,2019-20
809,725,N,Memphis,25,29,17,28,99,222.0,221.5,260,109.0,2019-20
809,726,N,Toronto,20,40,28,20,108,8.0,7.0,-310,3.0,2019-20
809,727,N,SanAntonio,27,35,19,41,122,238.0,239.0,145,116.5,2019-20
809,728,N,NewOrleans,19,26,32,36,113,3.5,3.5,-165,1.0,2019-20
809,729,N,Orlando,29,22,35,26,119,220.0,222.5,340,112.0,2019-20
809,730,N,Boston,28,27,32,25,122,6.5,8.5,-410,3.5,2019-20
809,731,N,Philadelphia,19,39,34,29,121,229.5,229.0,115,111.5,2019-20
809,732,N,Portland,33,34,24,33,124,2.0,2.0,-135,1.0,2019-20
809,733,N,Houston,23,38,32,36,129,4.5,5.0,-190,1.5,2019-20
809,734,N,Sacramento,36,20,15,41,112,231.0,235.0,170,115.0,2019-20
809,735,N,Brooklyn,45,29,24,31,129,226.5,230.5,320,116.0,2019-20
809,736,N,LAClippers,24,39,31,26,120,13.0,9.0,-380,4.0,2019-20
810,737,N,OklahomaCity,37,27,17,20,101,227.0,221.5,300,107.5,2019-20
810,738,N,Phoenix,23,42,33,30,128,2.0,7.5,-360,3.0,2019-20
810,739,N,Dallas,30,24,34,34,122,229.0,221.5,200,109.0,2019-20
810,740,N,Utah,38,32,30,14,114,2.0,6.0,-240,2.5,2019-20
810,741,N,Toronto,36,31,21,26,114,226.5,228.0,190,110.0,2019-20
810,742,N,Milwaukee,31,22,22,31,106,5.5,6.0,-220,2.5,2019-20
810,743,N,Indiana,19,29,23,21,92,220.0,223.0,160,108.5,2019-20
810,744,N,Miami,23,25,37,29,114,2.5,4.0,-180,1.5,2019-20
810,745,N,Denver,25,34,29,33,121,222.5,223.0,180,109.5,2019-20
810,746,N,LALakers,31,33,24,36,124,4.0,5.5,-210,1.0,2019-20
811,747,N,Brooklyn,34,26,25,23,108,220.5,225.0,165,111.0,2019-20
811,748,N,Orlando,22,21,29,24,96,6.0,4.5,-185,1.5,2019-20
811,749,N,Houston,25,24,29,27,105,3.0,239.5,170,118.0,2019-20
811,750,N,SanAntonio,31,35,32,25,123,234.0,4.5,-190,1.5,2019-20
811,751,N,Phoenix,23,40,32,35,130,8.0,10.0,-600,4.5,2019-20
811,752,N,Philadelphia,27,31,32,27,117,223.5,227.0,450,114.0,2019-20
811,753,N,Portland,38,28,32,36,134,2.0,3.0,-145,1.0,2019-20
811,754,N,Dallas,31,27,37,36,131,237.5,240.0,125,120.5,2019-20
811,755,N,Boston,24,32,27,39,122,5.5,5.0,-200,1.5,2019-20
811,756,N,Memphis,17,23,33,34,107,224.5,229.0,175,113.5,2019-20
811,757,N,NewOrleans,29,32,23,22,106,1.0,235.5,130,116.5,2019-20
811,758,N,Sacramento,27,35,32,18,112,230.5,3.0,-150,1.0,2019-20
811,759,N,Milwaukee,24,42,33,27,126,8.0,9.0,-400,3.5,2019-20
811,760,N,Washington,21,35,28,29,113,229.5,228.5,330,114.0,2019-20
812,761,N,Indiana,29,22,28,29,108,229.5,231.5,240,116.0,2019-20
812,762,N,Houston,33,17,27,27,104,7.0,6.5,-280,5.0,2019-20
812,763,N,Toronto,25,30,35,35,125,8.5,6.0,-260,5.5,2019-20
812,764,N,Philadelphia,32,30,26,33,121,223.5,222.0,220,109.5,2019-20
812,765,N,Miami,42,24,34,15,115,1.5,4.0,-170,2.0,2019-20
812,766,N,OklahomaCity,29,33,20,34,116,218.5,221.0,150,109.0,2019-20
812,767,N,LAClippers,26,24,40,34,124,5.0,5.0,-200,5.5,2019-20
812,768,N,Denver,25,33,34,19,111,230.0,230.0,175,114.0,2019-20
813,701,N,NewOrleans,31,30,26,40,127,227.5,227.0,150,3.0,2019-20
813,702,N,Orlando,34,43,22,34,133,2.5,4.0,-170,113.0,2019-20
813,703,N,Milwaukee,21,29,24,32,106,223.5,231.0,145,0.5,2019-20
813,704,N,Memphis,22,38,33,26,119,1.0,4.0,-165,117.0,2019-20
813,705,N,SanAntonio,24,26,27,35,112,7.0,7.0,-280,5.5,2019-20
813,706,N,Utah,41,20,26,31,118,231.0,234.0,240,114.0,2019-20
813,707,N,Sacramento,30,36,41,29,136,219.5,221.5,150,110.0,2019-20
813,708,N,LALakers,40,16,28,38,122,3.5,4.0,-170,3.5,2019-20
813,709,N,Washington,26,30,22,18,96,11.0,2.0,-130,,2019-20
813,710,N,Boston,21,30,26,13,90,230.5,224.5,110,111.0,2019-20
813,711,N,Dallas,25,32,22,23,102,229.0,238.5,320,,2019-20
813,712,N,Phoenix,36,40,28,24,128,6.5,8.5,-380,117.5,2019-20
813,713,N,Portland,31,42,24,37,134,9.0,10.5,-850,3.5,2019-20
813,714,N,Brooklyn,31,36,37,29,133,235.0,238.5,575,118.0,2019-20
814,715,N,Philadelphia,39,32,32,31,134,228.5,230.5,120,113.0,2019-20
814,716,N,Houston,26,21,30,19,96,4.5,2.5,-140,7.5,2019-20
814,717,N,Denver,23,27,26,33,109,2.5,2.5,-145,3.0,2019-20
814,718,N,Toronto,31,27,27,32,117,224.0,223.5,125,110.5,2019-20
814,719,N,OklahomaCity,22,25,16,24,103,222.0,224.5,135,107.5,2019-20
814,720,N,LAClippers,21,16,33,17,107,6.0,3.0,-155,3.5,2019-20
814,721,N,Miami,13,31,26,22,92,1.0,2.0,-130,3.0,2019-20
814,722,N,Indiana,28,30,26,25,109,216.0,221.5,110,109.5,2019-20
815,723,N,Memphis,19,33,42,28,122,231.5,229.5,220,116.0,2019-20
815,724,N,Portland,31,27,31,37,126,6.5,6.0,-260,1.5,2019-20
817,751,N,Utah,25,27,31,32,125,220.5,214.0,160,109.5,2019-20
817,752,N,Denver,31,28,19,37,135,2.0,4.0,-180,0.5,2019-20
817,753,N,Brooklyn,20,31,35,24,110,224.0,222.5,450,0.5,2019-20
817,754,N,Toronto,37,36,22,39,134,10.0,10.0,-600,109.0,2019-20
817,755,N,Philadelphia,26,23,30,22,101,220.0,217.0,230,110.0,2019-20
817,756,N,Boston,25,30,20,34,109,5.5,6.5,-270,1.5,2019-20
817,757,N,Dallas,38,31,13,28,110,231.0,230.5,285,115.5,2019-20
817,758,N,LAClippers,34,32,21,31,118,6.0,7.0,-345,6.5,2019-20
818,761,N,Orlando,33,29,30,30,122,224.5,225.5,900,114.5,2019-20
818,762,N,Milwaukee,23,29,27,31,110,11.0,14.0,-1600,14.5,2019-20
818,767,N,Portland,36,21,21,22,100,226.5,234.0,250,116.0,2019-20
818,768,N,LALakers,25,31,19,18,93,4.5,6.5,-300,5.5,2019-20
818,769,N,Miami,27,29,25,32,113,4.0,4.5,-185,1.5,2019-20
818,770,N,Indiana,33,19,28,21,101,217.5,216.0,165,107.0,2019-20
818,771,N,OklahomaCity,20,32,31,25,108,1.5,,-110,5.5,2019-20
818,772,N,Houston,28,40,36,19,123,227.0,225.0,-110,10.5,2019-20
819,701,N,Brooklyn,33,20,27,19,99,226.5,226.0,600,111.5,2019-20
819,702,N,Toronto,29,21,24,30,104,11.0,11.5,-900,8.5,2019-20
819,703,N,Utah,27,34,43,20,124,218.5,217.0,145,111.5,2019-20
819,704,N,Denver,25,23,29,28,105,4.0,3.5,-165,5.5,2019-20
819,705,N,Philadelphia,33,24,18,26,101,215.0,213.5,175,108.0,2019-20
819,706,N,Boston,27,38,33,30,128,5.0,4.5,-200,1.0,2019-20
819,707,N,Dallas,29,32,37,29,127,231.0,231.5,175,114.0,2019-20
819,708,N,LAClippers,25,31,29,29,114,6.0,5.0,-200,6.0,2019-20
820,711,N,Miami,22,29,37,21,109,5.0,4.0,-175,1.0,2019-20
820,712,N,Indiana,24,22,31,23,100,215.0,217.5,155,106.5,2019-20
820,713,N,OklahomaCity,30,29,19,20,98,227.5,227.5,115,111.5,2019-20
820,714,N,Houston,35,18,24,34,111,2.0,2.0,-135,3.0,2019-20
820,715,N,Orlando,13,30,30,23,96,228.0,228.0,800,115.5,2019-20
820,716,N,Milwaukee,25,39,29,18,111,12.0,13.5,-1400,1.0,2019-20
820,717,N,Portland,19,20,19,30,88,226.5,230.0,205,1.5,2019-20
820,718,N,LALakers,27,29,32,23,111,4.5,6.5,-245,113.5,2019-20
821,721,N,Toronto,24,33,27,33,117,9.5,11.0,-600,2.0,2019-20
821,722,N,Brooklyn,17,25,26,24,92,223.0,219.5,450,107.5,2019-20
821,723,N,Denver,14,28,20,25,87,1.5,217.5,100,4.5,2019-20
821,724,N,Utah,25,34,35,30,124,220.0,1.0,-120,108.0,2019-20
821,725,N,Boston,26,25,25,26,102,4.5,5.5,-240,4.0,2019-20
821,726,N,Philadelphia,24,25,23,22,94,216.0,216.5,200,110.0,2019-20
821,727,N,LAClippers,23,45,34,28,130,4.0,5.0,-210,114.5,2019-20
821,728,N,Dallas,23,31,31,37,122,233.0,231.0,180,1.0,2019-20
822,731,N,Milwaukee,31,39,29,22,121,12.5,12.5,-1100,,2019-20
822,732,N,Orlando,23,20,34,30,107,226.0,225.5,700,,2019-20
822,733,N,Indiana,27,29,34,25,115,214.0,213.5,180,2.5,2019-20
822,734,N,Miami,34,40,20,30,124,4.5,5.0,-210,108.5,2019-20
822,735,N,Houston,29,34,19,22,107,2.0,2.0,-130,,2019-20
822,736,N,OklahomaCity,23,34,21,26,119,224.0,223.0,110,110.5,2019-20
822,737,N,LALakers,25,28,40,23,116,,7.5,-350,7.5,2019-20
822,738,N,Portland,29,28,29,22,108,225.0,225.0,290,11.5,2019-20
823,741,N,Boston,27,30,32,21,110,7.0,7.0,-310,6.0,2019-20
823,742,N,Philadelphia,32,26,19,29,106,213.0,215.5,260,109.0,2019-20
823,743,N,LAClippers,34,32,19,36,133,,8.0,-340,3.5,2019-20
823,744,N,Dallas,24,34,35,28,135,231.5,233.0,280,111.0,2019-20
823,745,N,Toronto,39,38,39,34,150,12.5,14.0,-1400,5.0,2019-20
823,746,N,Brooklyn,32,36,19,35,122,217.0,222.5,800,111.0,2019-20
823,747,N,Denver,36,29,24,38,127,214.0,217.0,140,108.5,2019-20
823,748,N,Utah,33,31,33,32,129,2.0,3.5,-160,3.0,2019-20
824,701,N,Milwaukee,22,36,26,37,121,14.0,13.0,-1100,6.0,2019-20
824,702,N,Orlando,18,34,29,25,106,225.5,226.5,700,114.5,2019-20
824,703,N,Houston,37,23,33,21,114,3.5,3.0,-150,2.5,2019-20
824,704,N,OklahomaCity,35,25,32,25,117,221.0,223.5,130,111.0,2019-20
824,705,N,Indiana,22,20,20,25,87,216.5,217.5,235,110.0,2019-20
824,706,N,Miami,21,27,22,29,99,7.0,6.5,-275,0.5,2019-20
824,707,N,LALakers,43,37,32,23,135,7.5,6.5,-310,110.5,2019-20
824,708,N,Portland,25,26,36,28,115,224.5,226.0,260,3.5,2019-20
825,713,N,Utah,32,31,23,21,107,3.0,2.5,-140,111.5,2019-20
825,714,N,Denver,33,21,28,35,117,220.5,219.5,120,1.5,2019-20
825,715,N,Dallas,22,30,34,25,111,237.5,236.5,320,2.0,2019-20
825,716,N,LAClippers,41,35,35,43,154,5.5,8.5,-380,118.0,2019-20
829,701,N,Orlando,21,29,29,25,104,226.0,225.0,900,113.5,2019-20
829,702,N,Milwaukee,26,41,23,28,118,13.0,14.5,-1600,3.0,2019-20
829,703,N,OklahomaCity,14,31,18,17,80,224.5,228.0,185,113.0,2019-20
829,704,N,Houston,24,24,37,29,114,4.5,5.0,-215,2.0,2019-20
829,705,N,Portland,31,37,24,30,122,223.0,223.5,800,112.0,2019-20
829,706,N,LALakers,35,33,32,31,131,13.5,13.5,-1400,9.0,2019-20
830,709,N,Boston,39,20,29,24,112,216.0,217.5,110,111.5,2019-20
830,710,N,Toronto,23,19,31,21,94,2.0,2.0,-130,6.5,2019-20
830,711,N,LAClippers,29,28,28,26,111,9.0,9.5,-500,3.5,2019-20
830,712,N,Dallas,34,17,23,23,97,237.5,236.5,400,117.0,2019-20
830,713,N,Denver,30,31,27,31,119,220.5,219.5,120,109.0,2019-20
