date,rot,vh,team,1st,2nd,3rd,4th,final,open,close,ml,2h,season
204,534,H,Washington,20,37,32,40,129,5.5,7.0,-310,6.5,2018-19
204,535,V,Milwaukee,23,28,36,26,113,7.0,7.5,-330,1.0,2018-19
204,536,H,Brooklyn,17,25,22,30,94,227.5,230.0,260,117.0,2018-19
204,537,V,Indiana,25,28,30,26,109,1.0,3.5,-165,1.5,2018-19
204,538,H,NewOrleans,20,30,24,33,107,218.0,219.0,142,107.5,2018-19
204,539,V,Houston,32,31,31,24,118,8.5,8.5,-400,3.5,2018-19
204,540,H,Phoenix,28,29,23,30,110,229.5,227.5,300,111.5,2018-19
204,541,V,SanAntonio,25,34,27,26,112,2.0,2.0,-135,2.0,2018-19
204,542,H,Sacramento,37,26,35,29,127,227.5,231.0,115,118.5,2018-19
205,543,V,LALakers,26,20,27,21,94,3.5,2.5,-145,7.0,2018-19
205,544,H,Indiana,33,36,32,35,136,217.0,218.0,125,106.0,2018-19
205,545,V,Boston,28,31,26,18,103,13.0,10.0,-800,3.5,2018-19
205,546,H,Cleveland,30,21,28,17,96,214.5,210.0,550,109.0,2018-19
205,547,V,LAClippers,26,27,31,33,117,226.0,223.5,140,109.5,2018-19
205,548,H,Charlotte,25,33,34,23,115,3.0,3.0,-160,0.5,2018-19
205,549,V,Detroit,36,27,15,27,105,3.5,3.5,-170,102.0,2018-19
205,550,H,NewYork,28,26,17,21,92,205.0,206.5,145,1.0,2018-19
205,551,V,Orlando,32,37,23,30,122,224.5,223.5,375,110.5,2018-19
205,552,H,OklahomaCity,31,31,36,34,132,10.5,9.0,-500,9.0,2018-19
205,553,V,Toronto,40,32,28,19,119,229.0,229.5,105,112.0,2018-19
205,554,H,Philadelphia,28,27,27,25,107,4.0,2.0,-125,6.0,2018-19
205,555,V,Minnesota,19,35,29,23,106,1.5,4.0,-180,5.5,2018-19
205,556,H,Memphis,32,34,19,23,108,203.5,206.5,150,101.5,2018-19
205,557,V,Miami,34,28,32,24,118,213.0,212.5,260,105.0,2018-19
205,558,H,Portland,30,25,24,29,108,7.5,7.5,-330,7.5,2018-19
206,559,V,Denver,35,25,27,43,130,2.0,3.5,-165,5.5,2018-19
206,560,H,Brooklyn,30,42,36,27,135,221.5,226.0,142,111.5,2018-19
206,561,V,NewOrleans,37,27,27,34,125,223.5,1.5,-125,1.5,2018-19
206,562,H,Chicago,39,26,17,38,120,,226.0,105,109.5,2018-19
206,563,V,Washington,35,30,42,22,129,230.0,229.0,600,112.5,2018-19
206,564,H,Milwaukee,50,35,35,28,148,12.0,12.0,-900,0.5,2018-19
206,565,V,Charlotte,20,26,25,22,93,216.5,215.5,190,106.5,2018-19
206,566,H,Dallas,27,25,22,25,99,4.5,5.5,-240,1.0,2018-19
206,567,V,Phoenix,24,22,25,17,88,221.0,216.5,1100,104.0,2018-19
206,568,H,Utah,30,26,23,37,116,15.0,15.0,-2500,5.5,2018-19
206,569,V,Houston,32,44,28,23,127,2.0,4.0,-190,112.5,2018-19
206,570,H,Sacramento,28,17,29,27,101,233.5,236.0,160,5.5,2018-19
206,571,V,SanAntonio,31,21,31,19,102,233.5,232.0,1100,119.0,2018-19
206,572,H,GoldenState,33,33,49,26,141,11.0,15.0,-2500,5.0,2018-19
207,573,V,Minnesota,31,27,27,27,112,218.0,215.0,145,2.5,2018-19
207,574,H,Orlando,32,39,31,20,122,1.0,3.5,-170,105.5,2018-19
207,575,V,LAClippers,31,22,20,19,92,217.0,220.5,215,2.5,2018-19
207,576,H,Indiana,36,35,27,18,116,4.0,6.5,-265,107.0,2018-19
207,577,V,Toronto,22,38,28,31,119,10.0,6.5,-270,6.0,2018-19
207,578,H,Atlanta,33,35,17,16,101,231.5,232.5,220,112.0,2018-19
207,579,V,Memphis,32,21,19,23,95,214.5,215.0,850,107.0,2018-19
207,580,H,OklahomaCity,27,24,32,34,117,13.5,13.5,-1500,10.0,2018-19
207,581,V,LALakers,24,33,42,30,129,224.5,228.0,350,112.0,2018-19
207,582,H,Boston,30,36,27,35,128,7.5,9.0,-450,2.0,2018-19
207,583,V,SanAntonio,34,23,33,28,118,227.5,226.0,200,1.5,2018-19
207,584,H,Portland,31,39,26,31,127,4.0,6.0,-250,116.5,2018-19
208,501,V,Denver,23,33,26,28,110,229.0,229.5,240,110.5,2018-19
208,502,H,Philadelphia,33,23,27,34,117,4.5,6.5,-300,4.5,2018-19
208,503,V,Cleveland,27,25,34,20,106,220.0,221.0,400,115.0,2018-19
208,504,H,Washington,41,25,26,27,119,10.5,10.0,-550,1.5,2018-19
208,505,V,NewYork,22,32,30,19,103,206.0,205.0,290,100.0,2018-19
208,506,H,Detroit,41,22,26,31,120,8.5,8.0,-380,2.5,2018-19
208,507,V,Chicago,32,23,38,32,125,223.5,227.0,300,117.0,2018-19
208,508,H,Brooklyn,27,21,32,26,106,7.5,8.0,-400,8.5,2018-19
208,509,V,Milwaukee,29,35,30,28,122,7.0,6.0,-250,116.0,2018-19
208,510,H,Dallas,29,22,35,21,107,222.0,226.0,200,1.0,2018-19
208,511,V,GoldenState,26,34,22,35,117,16.0,17.0,-2500,9.5,2018-19
208,512,H,Phoenix,31,22,32,22,107,231.0,229.5,1100,112.0,2018-19
208,513,V,Minnesota,35,27,26,29,117,233.5,230.5,190,112.5,2018-19
208,514,H,NewOrleans,22,40,28,32,122,6.0,6.0,-240,4.0,2018-19
208,515,V,Miami,28,31,24,13,96,218.5,220.5,140,108.0,2018-19
208,516,H,Sacramento,17,33,25,27,102,3.0,3.5,-160,5.0,2018-19
209,517,V,SanAntonio,24,24,27,30,105,221.5,219.5,275,112.5,2018-19
209,518,H,Utah,23,39,24,39,125,5.0,8.0,-350,,2018-19
209,519,V,Cleveland,17,25,18,30,90,211.0,210.0,950,108.5,2018-19
209,520,H,Indiana,30,24,20,31,105,13.5,14.0,-1800,4.5,2018-19
209,521,V,Toronto,25,21,28,30,104,12.5,13.5,-2000,7.0,2018-19
209,522,H,NewYork,23,19,27,30,99,216.5,215.5,1000,105.5,2018-19
209,523,V,Charlotte,46,27,33,23,129,2.5,2.0,-135,112.5,2018-19
209,524,H,Atlanta,31,37,18,34,120,230.0,228.5,115,,2018-19
209,525,V,NewOrleans,28,16,18,28,90,212.0,1.0,-115,103.5,2018-19
209,526,H,Memphis,20,21,31,27,99,2.5,214.5,-105,1.0,2018-19
209,527,V,Washington,34,42,30,28,134,3.0,2.0,-135,111.0,2018-19
209,528,H,Chicago,32,29,35,29,125,222.0,226.5,115,3.5,2018-19
209,529,V,LAClippers,20,33,28,42,123,225.5,229.5,700,0.5,2018-19
209,530,H,Boston,43,31,12,26,112,12.0,11.5,-1100,111.5,2018-19
209,531,V,OklahomaCity,25,23,42,27,117,235.5,237.5,125,5.0,2018-19
209,532,H,Houston,28,42,20,22,112,1.5,2.5,-145,116.0,2018-19
209,533,V,Orlando,20,39,20,24,103,223.0,222.5,220,107.5,2018-19
209,534,H,Milwaukee,19,30,15,19,83,11.5,6.5,-270,7.0,2018-19
210,541,V,Portland,24,33,35,9,101,4.5,3.0,-155,112.5,2018-19
210,542,H,Dallas,25,22,31,24,102,219.5,220.0,135,1.0,2018-19
210,543,V,LALakers,40,27,27,26,120,234.0,235.0,260,116.0,2018-19
210,544,H,Philadelphia,39,37,33,34,143,6.0,7.5,-330,,2018-19
210,545,V,Phoenix,23,21,28,32,104,228.5,231.0,350,0.5,2018-19
210,546,H,Sacramento,33,30,24,30,117,9.5,9.0,-450,111.5,2018-19
210,547,V,Orlando,26,37,35,26,124,1.5,1.0,-120,108.5,2018-19
210,548,H,Atlanta,25,23,26,34,108,224.0,225.0,100,4.0,2018-19
210,549,V,Miami,34,25,23,36,118,222.0,222.0,900,108.0,2018-19
210,550,H,GoldenState,24,30,36,30,120,14.5,13.5,-1600,12.0,2018-19
211,551,V,Washington,27,32,20,33,112,220.0,224.5,200,109.0,2018-19
211,552,H,Detroit,36,25,29,31,121,3.0,6.0,-250,3.0,2018-19
211,553,V,NewYork,22,26,31,25,104,209.5,209.0,100,3.5,2018-19
211,554,H,Cleveland,30,33,26,18,107,,1.5,-120,103.0,2018-19
211,555,V,Charlotte,19,19,33,19,90,217.5,215.0,190,2.0,2018-19
211,556,H,Indiana,32,22,23,22,99,4.0,5.5,-240,102.0,2018-19
211,557,V,Brooklyn,29,31,32,33,125,226.5,227.5,450,117.5,2018-19
211,558,H,Toronto,21,35,36,35,127,11.0,10.0,-650,8.5,2018-19
211,559,V,Portland,26,23,33,29,111,231.0,231.5,170,3.5,2018-19
211,560,H,OklahomaCity,36,32,19,33,120,7.0,5.0,-200,119.5,2018-19
211,561,V,Dallas,22,28,28,26,104,221.0,224.5,550,108.5,2018-19
211,562,H,Houston,25,39,28,28,120,10.0,11.0,-800,2.0,2018-19
211,563,V,Milwaukee,22,28,29,33,112,11.0,11.5,-800,7.0,2018-19
211,564,H,Chicago,21,28,22,28,99,229.5,227.0,550,116.5,2018-19
211,565,V,LAClippers,26,29,36,29,120,228.5,233.0,145,0.5,2018-19
211,566,H,Minnesota,29,34,36,31,130,3.5,3.5,-170,113.0,2018-19
211,567,V,Miami,27,22,21,17,87,212.0,213.0,425,102.5,2018-19
211,568,H,Denver,35,19,29,20,103,8.5,10.0,-600,5.0,2018-19
212,569,V,LALakers,32,37,26,18,113,5.5,6.0,-250,2.5,2018-19
212,570,H,Atlanta,38,27,35,17,117,236.0,239.0,200,118.5,2018-19
212,571,V,Orlando,39,24,29,26,118,225.0,223.0,160,108.0,2018-19
212,572,H,NewOrleans,17,29,15,27,88,4.5,4.5,-190,7.0,2018-19
212,573,V,Boston,28,24,25,35,112,226.0,225.0,240,114.5,2018-19
212,574,H,Philadelphia,23,23,28,35,109,5.0,7.0,-300,7.5,2018-19
212,575,V,SanAntonio,20,37,37,14,108,4.5,7.0,-320,6.0,2018-19
212,576,H,Memphis,33,25,28,21,107,208.0,207.5,255,108.0,2018-19
212,577,V,Utah,14,30,40,24,108,228.0,229.5,350,116.5,2018-19
212,578,H,GoldenState,25,22,34,34,115,9.5,9.0,-450,5.5,2018-19
213,501,V,Brooklyn,30,25,29,25,148,6.5,7.5,-350,7.0,2018-19
213,502,H,Cleveland,29,29,26,25,139,219.5,225.0,275,116.5,2018-19
213,503,V,Milwaukee,26,29,21,30,106,5.5,4.5,-190,0.5,2018-19
213,504,H,Indiana,18,29,32,18,97,219.0,218.5,160,112.5,2018-19
213,505,V,Detroit,29,23,20,38,110,211.0,211.0,145,103.5,2018-19
213,506,H,Boston,28,29,34,27,118,5.0,3.5,-170,1.5,2018-19
213,507,V,Washington,26,39,28,27,120,232.5,232.5,400,114.0,2018-19
213,508,H,Toronto,30,29,44,26,129,11.0,9.5,-550,8.5,2018-19
213,509,V,Philadelphia,37,34,29,26,126,10.0,10.0,-650,1.0,2018-19
213,510,H,NewYork,33,22,36,20,111,222.5,222.5,450,107.0,2018-19
213,511,V,Memphis,32,30,21,27,110,203.5,207.5,100,0.5,2018-19
213,512,H,Chicago,36,31,25,30,122,1.0,1.5,-120,102.5,2018-19
213,513,V,Miami,29,28,32,23,112,207.0,208.0,135,101.5,2018-19
213,514,H,Dallas,25,33,16,27,101,2.0,3.0,-155,2.0,2018-19
213,515,V,Sacramento,41,28,22,27,118,229.5,232.5,275,114.0,2018-19
213,516,H,Denver,30,28,35,27,120,7.0,7.5,-350,7.5,2018-19
213,517,V,Houston,29,29,26,27,111,3.0,4.0,-180,1.0,2018-19
213,518,H,Minnesota,28,24,35,34,121,232.0,231.5,150,111.0,2018-19
213,519,V,GoldenState,33,28,34,12,107,2.5,2.0,-130,2.0,2018-19
213,520,H,Portland,31,33,30,35,129,233.0,235.0,110,115.0,2018-19
213,521,V,Phoenix,22,29,28,28,107,228.0,232.5,300,0.5,2018-19
213,522,H,LAClippers,32,35,33,34,134,8.5,8.0,-400,113.0,2018-19
214,523,V,Charlotte,18,18,31,22,89,215.0,215.0,155,5.5,2018-19
214,524,H,Orlando,33,38,27,29,127,3.0,4.0,-180,104.0,2018-19
214,525,V,NewYork,28,26,28,24,106,224.0,228.0,267,110.5,2018-19
214,526,H,Atlanta,13,38,22,18,91,6.0,7.5,-330,6.5,2018-19
214,527,V,OklahomaCity,31,32,26,33,122,4.0,4.5,-200,5.0,2018-19
214,528,H,NewOrleans,31,35,35,30,131,237.0,238.5,170,117.0,2018-19
221,501,V,Miami,21,29,25,27,102,218.0,220.5,190,107.5,2018-19
221,502,H,Philadelphia,29,28,16,33,106,7.5,5.5,-240,1.0,2018-19
221,503,V,Phoenix,28,23,21,26,98,219.0,221.5,100,1.0,2018-19
221,504,H,Cleveland,23,32,22,34,111,1.0,1.0,-120,109.5,2018-19
221,505,V,Portland,23,27,34,29,113,2.0,3.0,-160,3.0,2018-19
221,506,H,Brooklyn,21,29,22,27,99,230.5,231.5,140,118.0,2018-19
221,507,V,Boston,22,25,21,29,97,228.0,227.0,210,117.0,2018-19
221,508,H,Milwaukee,20,33,19,26,98,5.0,6.0,-260,1.0,2018-19
221,509,V,Houston,32,26,32,16,106,2.0,3.0,-150,112.0,2018-19
221,510,H,LALakers,22,30,31,28,111,233.0,233.5,130,,2018-19
221,511,V,Sacramento,30,32,29,32,123,239.0,239.0,700,118.5,2018-19
221,512,H,GoldenState,35,25,29,36,125,11.5,12.0,-1100,9.5,2018-19
222,513,V,Washington,38,22,27,23,110,230.0,231.5,180,114.0,2018-19
222,514,H,Charlotte,27,38,31,27,123,4.0,5.0,-220,1.5,2018-19
222,515,V,NewOrleans,35,36,23,17,111,220.0,223.0,180,109.0,2018-19
222,516,H,Indiana,24,34,39,29,126,4.5,5.0,-220,6.5,2018-19
222,517,V,Chicago,24,27,38,21,110,217.0,216.5,290,111.5,2018-19
222,518,H,Orlando,26,27,29,27,109,8.0,8.0,-380,5.0,2018-19
222,519,V,SanAntonio,23,33,35,26,117,227.0,227.0,300,117.0,2018-19
222,520,H,Toronto,26,29,33,32,120,8.5,8.0,-400,6.0,2018-19
222,521,V,Minnesota,29,37,28,21,115,7.0,3.5,-170,107.5,2018-19
222,522,H,NewYork,33,25,25,21,104,219.5,220.0,145,,2018-19
222,523,V,Detroit,33,35,32,25,125,4.0,4.5,-190,4.5,2018-19
222,524,H,Atlanta,34,36,25,27,122,223.0,221.5,160,109.0,2018-19
222,525,V,LAClippers,36,29,18,29,112,2.0,3.0,-155,105.5,2018-19
222,526,H,Memphis,23,30,33,20,106,214.0,217.0,135,2.0,2018-19
222,527,V,Denver,25,27,39,23,114,3.0,7.0,-330,4.5,2018-19
222,528,H,Dallas,30,21,23,30,104,217.0,223.0,260,109.0,2018-19
222,529,V,Utah,34,23,38,34,147,226.0,227.0,170,1.0,2018-19
222,530,H,OklahomaCity,35,31,27,36,148,3.5,4.5,-200,116.5,2018-19
223,531,V,Portland,27,32,41,30,130,229.5,229.5,110,118.0,2018-19
223,532,H,Philadelphia,25,31,26,33,115,3.0,2.0,-130,1.5,2018-19
223,533,V,Memphis,24,32,28,23,107,2.0,209.0,110,2.0,2018-19
223,534,H,Cleveland,37,26,19,30,112,202.5,1.5,-130,102.5,2018-19
223,535,V,Indiana,29,36,24,30,119,221.5,227.0,-110,110.5,2018-19
223,536,H,Washington,21,29,30,32,112,,,-110,4.5,2018-19
223,537,V,Brooklyn,34,29,27,27,117,226.5,228.0,135,117.5,2018-19
223,538,H,Charlotte,20,30,34,31,115,1.5,3.0,-155,5.5,2018-19
223,539,V,LALakers,35,22,27,31,115,4.0,6.5,-270,7.5,2018-19
223,540,H,NewOrleans,42,27,31,28,128,233.0,234.5,220,114.0,2018-19
223,541,V,Phoenix,33,26,28,25,112,233.0,234.0,130,113.0,2018-19
223,542,H,Atlanta,33,30,23,34,120,3.5,3.0,-150,1.0,2018-19
223,543,V,Detroit,20,34,30,35,119,205.5,209.5,140,102.5,2018-19
223,544,H,Miami,29,17,30,20,96,4.0,3.5,-160,4.0,2018-19
223,545,V,Boston,33,18,30,35,116,11.5,10.0,-650,9.5,2018-19
223,546,H,Chicago,28,36,30,32,126,221.0,220.0,450,114.0,2018-19
223,547,V,Sacramento,31,32,31,25,119,238.5,240.0,200,117.0,2018-19
223,548,H,OklahomaCity,24,25,34,33,116,7.5,5.5,-250,7.0,2018-19
223,549,V,Houston,35,26,31,26,118,234.5,232.0,575,112.5,2018-19
223,550,H,GoldenState,20,34,32,26,112,8.5,12.0,-850,11.0,2018-19
223,551,V,Minnesota,32,38,39,19,128,230.0,232.5,750,114.0,2018-19
223,552,H,Milwaukee,35,34,38,33,140,14.0,13.0,-1200,9.0,2018-19
223,553,V,Dallas,25,33,20,31,109,213.5,214.0,575,106.5,2018-19
223,554,H,Utah,31,30,25,39,125,12.5,11.5,-850,6.5,2018-19
224,555,V,Orlando,25,28,27,33,113,219.0,216.0,250,106.5,2018-19
224,556,H,Toronto,15,35,21,27,98,10.0,7.0,-310,6.0,2018-19
224,557,V,LAClippers,27,29,21,19,96,232.0,235.0,375,114.0,2018-19
224,558,H,Denver,34,30,33,26,123,7.5,9.0,-500,3.5,2018-19
224,559,V,SanAntonio,26,27,30,35,118,8.0,9.0,-500,11.0,2018-19
224,560,H,NewYork,30,32,32,36,130,221.5,226.0,375,116.5,2018-19
225,561,V,Portland,29,42,17,35,123,9.5,9.0,-500,114.5,2018-19
225,562,H,Cleveland,18,30,36,26,110,221.5,225.0,375,1.0,2018-19
225,563,V,Indiana,20,31,26,32,109,212.5,211.5,115,103.5,2018-19
225,564,H,Detroit,36,19,29,29,113,2.0,2.5,-135,0.5,2018-19
225,565,V,GoldenState,34,34,30,23,121,7.5,8.5,-425,2.5,2018-19
225,566,H,Charlotte,30,30,28,22,110,233.5,233.5,325,114.0,2018-19
225,567,V,Phoenix,23,29,32,40,124,214.0,217.0,290,106.5,2018-19
225,568,H,Miami,29,34,24,34,121,9.5,8.0,-380,0.5,2018-19
225,569,V,SanAntonio,20,18,21,26,85,231.0,233.5,100,3.5,2018-19
225,570,H,Brooklyn,28,24,29,20,101,1.0,1.5,-120,113.5,2018-19
225,571,V,Milwaukee,25,38,27,27,117,11.5,8.0,-380,1.5,2018-19
225,572,H,Chicago,38,16,26,26,106,228.5,224.5,290,115.0,2018-19
225,573,V,Atlanta,28,32,25,26,111,232.0,233.5,700,114.0,2018-19
225,574,H,Houston,39,21,35,24,119,10.0,12.5,-1100,8.5,2018-19
225,575,V,Philadelphia,31,34,28,18,111,238.0,2.5,-140,115.5,2018-19
225,576,H,NewOrleans,24,28,31,27,110,,240.5,120,2.0,2018-19
225,577,V,Sacramento,30,23,27,25,105,236.0,237.5,145,1.5,2018-19
225,578,H,Minnesota,19,44,30,19,112,2.0,3.5,-170,114.5,2018-19
225,579,V,LALakers,31,25,25,24,105,5.0,5.0,-220,6.0,2018-19
225,580,H,Memphis,34,27,26,23,110,220.0,222.0,180,107.5,2018-19
225,581,V,Dallas,22,35,31,24,112,224.0,229.5,145,112.0,2018-19
225,582,H,LAClippers,29,34,28,30,121,4.0,3.5,-170,,2018-19
226,501,V,Orlando,34,27,29,13,103,6.5,7.5,-330,3.0,2018-19
226,502,H,NewYork,20,36,22,30,108,214.0,215.5,260,106.5,2018-19
226,503,V,Boston,32,13,23,27,95,226.0,226.0,142,4.5,2018-19
226,504,H,Toronto,30,36,29,23,118,4.0,3.5,-165,116.0,2018-19
226,505,V,OklahomaCity,26,25,27,34,112,237.0,238.0,142,3.5,2018-19
226,506,H,Denver,29,35,27,30,121,3.0,3.5,-165,115.5,2018-19
227,507,V,Houston,41,21,28,28,118,4.0,5.0,-220,5.5,2018-19
227,508,H,Charlotte,33,36,25,19,113,228.0,227.5,180,111.0,2018-19
227,509,V,Minnesota,40,28,27,23,123,4.5,5.0,-210,0.5,2018-19
227,510,H,Atlanta,33,27,26,32,131,236.0,235.5,175,113.5,2018-19
227,511,V,Portland,25,18,31,23,97,227.0,228.0,120,115.5,2018-19
227,512,H,Boston,24,18,22,28,92,3.5,2.5,-140,1.5,2018-19
227,513,V,Washington,34,34,33,24,125,236.5,237.5,180,116.5,2018-19
227,514,H,Brooklyn,28,32,19,37,116,4.5,5.0,-220,5.5,2018-19
227,515,V,GoldenState,22,37,33,33,125,9.0,9.5,-425,10.0,2018-19
227,516,H,Miami,32,42,26,26,126,224.5,225.5,325,110.5,2018-19
227,517,V,Chicago,20,26,29,34,109,214.5,216.5,135,110.5,2018-19
227,518,H,Memphis,20,26,28,33,107,2.0,3.0,-155,2.0,2018-19
227,519,V,Detroit,27,21,19,26,93,220.5,220.5,155,107.5,2018-19
227,520,H,SanAntonio,32,19,27,27,105,4.0,4.0,-185,1.0,2018-19
227,521,V,Indiana,27,26,25,23,101,216.5,1.0,-115,1.0,2018-19
227,522,H,Dallas,28,25,26,31,110,,214.5,-105,104.5,2018-19
227,523,V,LAClippers,33,23,27,22,105,228.0,227.0,375,111.5,2018-19
227,524,H,Utah,26,23,34,28,111,9.0,10.0,-500,9.5,2018-19
227,525,V,Milwaukee,34,39,31,22,141,5.0,6.5,-280,122.5,2018-19
227,526,H,Sacramento,33,29,29,35,140,232.0,237.5,230,1.5,2018-19
227,527,V,NewOrleans,28,29,35,27,119,238.5,239.5,230,116.0,2018-19
227,528,H,LALakers,35,28,32,30,125,4.0,6.0,-280,2.0,2018-19
228,529,V,Minnesota,35,25,30,25,115,221.5,221.5,140,108.5,2018-19
228,530,H,Indiana,26,38,28,30,122,2.5,3.5,-160,0.5,2018-19
228,531,V,GoldenState,22,29,30,15,96,6.5,4.5,-200,5.5,2018-19
228,532,H,Orlando,28,31,11,33,103,226.0,224.0,170,110.5,2018-19
228,533,V,Cleveland,27,30,28,40,125,217.5,221.0,105,111.5,2018-19
228,534,H,NewYork,31,28,38,21,118,2.5,1.5,-125,,2018-19
228,535,V,Miami,32,37,29,20,118,218.5,219.0,375,107.5,2018-19
228,536,H,Houston,33,22,31,35,121,8.5,9.5,-500,10.5,2018-19
228,537,V,Utah,19,33,29,30,111,223.5,224.5,255,114.5,2018-19
228,538,H,Denver,22,15,33,34,104,5.0,7.5,-320,9.0,2018-19
228,539,V,Philadelphia,37,23,26,22,108,238.5,239.5,155,116.0,2018-19
228,540,H,OklahomaCity,26,23,30,25,104,5.5,4.0,-185,5.5,2018-19
301,541,V,Portland,24,30,30,33,117,228.0,229.5,180,117.5,2018-19
301,542,H,Toronto,31,30,32,26,119,5.5,5.0,-220,0.5,2018-19
301,543,V,Chicago,26,31,38,29,168,231.0,1.0,-115,0.5,2018-19
301,544,H,Atlanta,33,27,24,40,161,3.5,230.0,-105,117.5,2018-19
301,545,V,Charlotte,31,37,30,25,123,228.5,228.0,125,110.5,2018-19
301,546,H,Brooklyn,32,18,36,26,112,3.0,2.5,-145,7.0,2018-19
301,547,V,Washington,20,25,36,15,96,231.5,234.5,425,113.5,2018-19
301,548,H,Boston,30,19,33,25,107,9.5,10.0,-600,5.0,2018-19
301,549,V,NewOrleans,27,29,38,36,130,5.0,4.5,-200,4.0,2018-19
301,550,H,Phoenix,32,25,27,32,116,237.0,239.0,170,116.0,2018-19
301,551,V,LAClippers,26,26,35,29,116,240.0,238.0,135,116.0,2018-19
301,552,H,Sacramento,23,33,26,27,109,2.5,3.0,-155,0.5,2018-19
301,553,V,Milwaukee,27,32,34,38,131,4.5,5.5,-230,5.5,2018-19
301,554,H,LALakers,26,39,29,26,120,236.5,239.0,185,122.0,2018-19
302,555,V,Detroit,42,29,29,29,129,6.5,8.5,-425,104.0,2018-19
302,556,H,Cleveland,23,15,34,21,93,216.5,214.5,325,4.0,2018-19
302,557,V,Orlando,27,28,28,34,117,210.5,209.5,135,103.5,2018-19
302,558,H,Indiana,27,33,27,25,112,4.5,3.0,-155,,2018-19
302,559,V,Brooklyn,23,21,20,24,88,220.5,222.5,110,2.5,2018-19
302,560,H,Miami,28,26,30,33,117,4.0,2.0,-130,114.0,2018-19
302,561,V,Memphis,33,29,28,21,111,212.0,214.5,170,105.0,2018-19
302,562,H,Dallas,21,28,18,14,81,5.5,4.5,-200,6.5,2018-19
302,563,V,GoldenState,31,24,38,27,120,4.0,5.0,-210,7.0,2018-19
302,564,H,Philadelphia,32,35,23,27,117,234.5,238.0,175,116.5,2018-19
302,565,V,OklahomaCity,25,38,15,24,102,230.0,229.0,170,0.5,2018-19
302,566,H,SanAntonio,38,34,20,24,116,3.0,5.0,-200,112.0,2018-19
302,567,V,LALakers,26,33,19,31,109,6.5,7.0,-310,8.5,2018-19
302,568,H,Phoenix,33,33,29,23,118,232.5,234.5,250,113.0,2018-19
302,569,V,Milwaukee,26,20,32,33,111,225.0,223.0,170,114.5,2018-19
302,570,H,Utah,23,30,20,42,115,2.5,5.0,-200,0.5,2018-19
302,571,V,NewOrleans,27,40,29,24,120,234.0,238.0,800,116.5,2018-19
302,572,H,Denver,39,32,22,19,112,14.0,13.5,-1400,7.5,2018-19
303,573,V,Portland,32,24,25,37,118,3.5,2.5,-135,115.5,2018-19
303,574,H,Charlotte,25,25,30,28,108,229.0,224.5,115,,2018-19
303,575,V,Houston,33,32,35,15,115,226.0,225.5,110,110.0,2018-19
303,576,H,Boston,23,20,35,26,104,3.0,2.0,-130,7.5,2018-19
303,577,V,Atlanta,35,32,29,27,123,230.5,229.0,150,112.0,2018-19
303,578,H,Chicago,32,28,31,27,118,3.5,4.0,-180,4.0,2018-19
303,579,V,NewYork,20,26,32,29,107,230.5,226.5,450,2.5,2018-19
303,580,H,LAClippers,38,44,19,27,128,10.5,10.0,-650,110.0,2018-19
303,581,V,Orlando,24,24,24,21,93,6.0,6.0,-260,6.0,2018-19
303,582,H,Cleveland,29,23,15,40,107,215.0,214.5,210,105.0,2018-19
303,583,V,Toronto,19,26,33,22,107,5.5,2.5,-135,1.5,2018-19
303,584,H,Detroit,24,24,25,27,112,219.0,217.5,115,106.0,2018-19
303,585,V,Minnesota,36,28,23,34,121,,,-110,,2018-19
303,586,H,Washington,40,22,35,38,135,239.0,240.5,-110,118.0,2018-19
303,587,V,Memphis,28,24,23,20,95,219.0,217.5,425,107.5,2018-19
303,588,H,OklahomaCity,25,21,21,32,99,9.0,9.5,-600,9.5,2018-19
304,501,V,Dallas,21,26,26,15,88,224.0,226.5,190,2.5,2018-19
304,502,H,Brooklyn,31,34,34,28,127,4.0,5.5,-240,109.5,2018-19
304,503,V,Atlanta,31,30,24,28,113,225.0,222.0,375,108.5,2018-19
304,504,H,Miami,32,29,24,29,114,7.5,9.5,-500,7.0,2018-19
304,505,V,Denver,17,31,21,34,103,1.0,229.5,105,3.0,2018-19
304,506,H,SanAntonio,36,22,27,19,104,228.0,1.5,-125,110.5,2018-19
304,507,V,Milwaukee,31,23,28,23,105,13.5,13.5,-1400,8.5,2018-19
304,508,H,Phoenix,20,32,24,38,114,234.5,232.5,800,118.0,2018-19
304,509,V,NewOrleans,24,28,30,33,115,230.5,231.5,400,114.0,2018-19
304,510,H,Utah,33,28,27,24,112,9.0,9.5,-550,3.5,2018-19
304,511,V,NewYork,25,26,29,28,108,231.5,229.0,550,111.5,2018-19
304,512,H,Sacramento,34,21,31,29,115,12.5,11.0,-800,5.0,2018-19
304,513,V,LAClippers,26,35,30,22,113,237.5,235.0,145,115.0,2018-19
304,514,H,LALakers,34,23,28,20,105,4.5,3.5,-170,3.5,2018-19
305,515,V,Orlando,34,30,18,24,106,221.0,222.0,160,,2018-19
305,516,H,Philadelphia,39,31,24,20,114,4.5,4.0,-190,108.5,2018-19
305,517,V,Chicago,17,25,33,21,96,220.0,217.5,240,111.0,2018-19
305,518,H,Indiana,27,22,28,28,105,8.5,6.5,-300,1.0,2018-19
305,519,V,Houston,23,32,14,38,107,228.0,229.0,140,110.0,2018-19
305,520,H,Toronto,19,18,34,24,95,4.5,3.5,-160,7.5,2018-19
