Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
23877,2016-11-01,Pacers, Aaron Brooks,,activated from IL
23878,2016-11-01,Rockets,, Chinanu Onuaku,placed on IL
23879,2016-11-01,Spurs,, Davis Bertans,placed on IL with sore right leg
23880,2016-11-01,Spurs, LaMarcus Aldridge,,activated from IL
23881,2016-11-01,Timberwolves,, Ricky Rubio,placed on IL with sprained right elbow
23882,2016-11-01,Timberwolves, John Lucas III,,activated from IL
23883,2016-11-02,Bulls,, Doug McDermott,placed on IL with concussion
23884,2016-11-02,Bulls,, Michael Carter-Williams,placed on IL with bone bruise in left knee
23885,2016-11-02,Bulls, Jerian Grant,,activated from IL
23886,2016-11-02,Bulls, R.J. Hunter,,activated from IL
23887,2016-11-02,Celtics,, Al Horford,placed on IL with concussion
23888,2016-11-02,Celtics, Marcus Smart,,activated from IL
23889,2016-11-02,Hornets,, Jeremy Lamb,placed on IL with strained left hamstring
23890,2016-11-02,Hornets, Aaron Harrison,,activated from IL
23891,2016-11-02,Knicks,, Guillermo Hernangomez / Willy Hernangomez,placed on IL
23892,2016-11-02,Knicks, Ron Baker,,activated from IL
23893,2016-11-02,Lakers,, Metta World Peace / Ron Artest,placed on IL
23894,2016-11-02,Lakers,, Timofey Mozgov,placed on IL with left eye contusion
23895,2016-11-02,Lakers, Ivica Zubac,,activated from IL
23896,2016-11-02,Lakers, Thomas Robinson,,activated from IL
23897,2016-11-02,Suns,, John Jenkins,placed on IL
23898,2016-11-02,Suns, Devin Booker,,activated from IL
23899,2016-11-03,Celtics,, Jae Crowder,placed on IL with sprained left ankle
23900,2016-11-03,Kings, Omri Casspi,,activated from IL
23901,2016-11-03,Magic,, Stephen Zimmerman Jr.,placed on IL
23902,2016-11-03,Nuggets,, Will Barton,placed on IL with sore/sprained left ankle
23903,2016-11-03,Nuggets, Darrell Arthur,,activated from IL
23904,2016-11-03,Rockets, Chinanu Onuaku,,activated from IL
23905,2016-11-04,Bulls,, R.J. Hunter,placed on IL
23906,2016-11-04,Bulls, Doug McDermott,,activated from IL
23907,2016-11-04,Clippers,, Diamond Stone,placed on IL
23908,2016-11-04,Clippers, Paul Pierce,,activated from IL
23909,2016-11-04,Knicks,, Lance Thomas,placed on IL with sprained left ankle
23910,2016-11-04,Knicks, Guillermo Hernangomez / Willy Hernangomez,,activated from IL
23911,2016-11-04,Lakers,, Marcelinho Huertas / Marcelo Huertas,placed on IL
23912,2016-11-04,Lakers, Timofey Mozgov,,activated from IL
23913,2016-11-04,Mavericks, A.J. Hammons,,activated from IL
23914,2016-11-04,Nets,, Greivis Vasquez,placed on IL with sore right ankle
23915,2016-11-04,Nets,, Jeremy Lin,placed on IL with strained left hamstring
23916,2016-11-04,Nets, Randy Foye,,activated from IL
23917,2016-11-04,Spurs,, (William) Tony Parker,placed on IL with sore right knee
23918,2016-11-04,Spurs, Davis Bertans,,activated from IL
23919,2016-11-05,Bucks,, Jason Terry,placed on IL
23920,2016-11-05,Bucks, Steve Novak,,activated from IL
23921,2016-11-05,Cavaliers,, DeAndre Liggins,placed on IL
23922,2016-11-05,Cavaliers, Kahlil Felder / Kay Felder,,activated from IL
23923,2016-11-05,Kings,, Anthony Tolliver,placed on IL with sprained right knee
23924,2016-11-05,Kings,, Rudy Gay,placed on IL with sore ribs
23925,2016-11-05,Kings, Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,,activated from IL
23926,2016-11-05,Kings, Omri Casspi,,activated from IL (P)
23927,2016-11-05,Magic, Stephen Zimmerman Jr.,,activated from IL
23928,2016-11-05,Nuggets,, Jarnell Stokes,placed on IL
23929,2016-11-05,Nuggets, Gary Harris,,activated from IL
23930,2016-11-05,Rockets,, Chinanu Onuaku,placed on IL
23931,2016-11-05,Wizards,, John Wall (Hildred),placed on IL for rest
23932,2016-11-05,Wizards, Danuel House Jr.,,activated from IL
23933,2016-11-06,Bucks,, Steve Novak,placed on IL
23934,2016-11-06,Bucks, Jason Terry,,activated from IL
23935,2016-11-06,Grizzlies, Chandler Parsons,,activated from IL
23936,2016-11-06,Jazz,, Boris Diaw,placed on IL with bruised right leg
23937,2016-11-06,Jazz, Gordon Hayward,,activated from IL
23938,2016-11-06,Kings,, Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,placed on IL
23939,2016-11-06,Kings, Rudy Gay,,activated from IL
23940,2016-11-06,Knicks,, Maurice Ndour / Maurice N'dour,placed on IL
23941,2016-11-06,Knicks, Lance Thomas,,activated from IL
23942,2016-11-06,Lakers,, Ivica Zubac,placed on IL
23943,2016-11-06,Lakers, Marcelinho Huertas / Marcelo Huertas,,activated from IL
23944,2016-11-06,Mavericks,, Dirk Nowitzki,placed on IL with sore right Achilles
23945,2016-11-07,Pistons,, Henry Ellenson,placed on IL
23946,2016-11-07,Pistons,, Michael Gbinije,placed on IL
23947,2016-11-07,Warriors,, Anderson Varejao,placed on IL
23948,2016-11-07,Warriors, Patrick McCaw,,activated from IL
23949,2016-11-07,Wizards,, Danuel House Jr.,placed on IL
23950,2016-11-07,Wizards, John Wall (Hildred),,activated from IL
23951,2016-11-07,Pistons, Reggie Bullock,,activated from IL
23952,2016-11-08,Grizzlies,, Tony Allen,placed on IL with right groin / knee injury
23953,2016-11-08,Grizzlies, Chandler Parsons,,activated from IL
23954,2016-11-08,Kings,, Malachi Richardson,placed on IL
23955,2016-11-08,Kings, Anthony Tolliver,,activated from IL
23956,2016-11-08,Lakers,, Larry Nance Jr.,placed on IL with concussion
23957,2016-11-08,Lakers, Metta World Peace / Ron Artest,,activated from IL
23958,2016-11-08,Nuggets,, Wilson Chandler,placed on IL with sore left hamstring
23959,2016-11-08,Nuggets, Jarnell Stokes,,activated from IL
23960,2016-11-08,Suns, John Jenkins,,activated from IL
23961,2016-11-09,Blazers,, Al-Farouq Aminu,placed on IL with sore calf
23962,2016-11-09,Blazers, Tim Quarterman,,activated from IL
23963,2016-11-09,Celtics, Kelly Olynyk,,activated from IL
23964,2016-11-09,Knicks,, Ron Baker,placed on IL
23965,2016-11-09,Knicks, Maurice Ndour / Maurice N'dour,,activated from IL
23966,2016-11-09,Magic, Stephen Zimmerman Jr.,,activated from IL (P)
23967,2016-11-09,Nets,, Isaiah Whitehead,placed on IL with concussion
23968,2016-11-09,Rockets,, Chinanu Onuaku,placed on IL (P)
23969,2016-11-09,Spurs,, Bryn Forbes,placed on IL
23970,2016-11-09,Spurs, Danny Green,,activated from IL
23971,2016-11-09,Nets, Greivis Vasquez,,activated from IL
23972,2016-11-10,Lakers,, Metta World Peace / Ron Artest,placed on IL
23973,2016-11-10,Lakers, Larry Nance Jr.,,activated from IL
23974,2016-11-10,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
23975,2016-11-10,Warriors, Anderson Varejao,,activated from IL
23976,2016-11-11,Hornets,, Michael Kidd-Gilchrist,placed on IL with sore lower back
23977,2016-11-11,Hornets, Roy Hibbert,,activated from IL
23978,2016-11-11,Knicks,, Maurice Ndour / Maurice N'dour,placed on IL
23979,2016-11-11,Knicks, Ron Baker,,activated from IL
23980,2016-11-11,Magic,, Stephen Zimmerman Jr.,placed on IL
23981,2016-11-11,Rockets, Chinanu Onuaku,,activated from IL
23982,2016-11-11,Spurs,, Danny Green,placed on IL for rest
23983,2016-11-11,Spurs,, Nicolas Laprovittola,placed on IL
23984,2016-11-11,Spurs, (William) Tony Parker,,activated from IL
23985,2016-11-11,Spurs, Bryn Forbes,,activated from IL
23986,2016-11-11,Wizards,, Bradley Beal,placed on IL with sore right hamstring
23987,2016-11-11,Wizards, Danuel House Jr.,,activated from IL
23988,2016-11-12,Clippers,, Wesley Johnson / Wes Johnson,placed on IL with sore heel
23989,2016-11-12,Clippers, Diamond Stone,,activated from IL
23990,2016-11-12,Knicks,, Ron Baker,placed on IL
23991,2016-11-12,Knicks, Maurice Ndour / Maurice N'dour,,activated from IL
23992,2016-11-12,Nets,, Chris McCullough,placed on IL
23993,2016-11-12,Nuggets,, Jarnell Stokes,placed on IL with right foot injury
23994,2016-11-12,Nuggets, Wilson Chandler,,activated from IL
23995,2016-11-12,Pacers,, Paul George,placed on IL with sprained left ankle
23996,2016-11-12,Pacers, Rakeem Christmas,,activated from IL
23997,2016-11-12,Spurs,, Dejounte Murray,placed on IL
23998,2016-11-12,Spurs, Danny Green,,activated from IL
23999,2016-11-12,Timberwolves,, Brandon Rush,placed on IL
24000,2016-11-12,Timberwolves, Ricky Rubio,,activated from IL
24001,2016-11-12,Wizards,, John Wall (Hildred),placed on IL for rest
24002,2016-11-12,Nets, Isaiah Whitehead,,activated from IL
24003,2016-11-12,Wizards, Bradley Beal,,activated from IL
24004,2016-11-13,Cavaliers,, J.R. Smith,placed on IL with sore right ankle
24005,2016-11-13,Cavaliers, DeAndre Liggins,,activated from IL
24006,2016-11-13,Hornets,, Aaron Harrison,placed on IL
24007,2016-11-13,Hornets, Michael Kidd-Gilchrist,,activated from IL
24008,2016-11-13,Lakers,, Marcelinho Huertas / Marcelo Huertas,placed on IL
24009,2016-11-13,Lakers, Ivica Zubac,,activated from IL
24010,2016-11-13,Magic, Stephen Zimmerman Jr.,,activated from IL
24011,2016-11-13,Rockets,, Chinanu Onuaku,placed on IL
24012,2016-11-13,Timberwolves,, Shabazz Muhammad,placed on IL with sore right knee
24013,2016-11-13,Timberwolves, Brandon Rush,,activated from IL
24014,2016-11-14,Jazz,, Rodney Hood,placed on IL with illness
24015,2016-11-14,Jazz, Boris Diaw,,activated from IL
24016,2016-11-14,Knicks,, Lance Thomas,placed on IL with sore left ankle
24017,2016-11-14,Knicks, Ron Baker,,activated from IL
24018,2016-11-14,Magic,, Stephen Zimmerman Jr.,placed on IL
24019,2016-11-14,Nets, Chris McCullough,,activated from IL
24020,2016-11-14,Pacers,, Rakeem Christmas,placed on IL
24021,2016-11-14,Pacers, Paul George,,activated from IL
24022,2016-11-14,Pistons,, Andre Drummond,placed on IL with sore/sprained right ankle
24023,2016-11-14,Pistons, Henry Ellenson,,activated from IL
24024,2016-11-14,Rockets, Chinanu Onuaku,,activated from IL
24025,2016-11-14,Spurs,, Bryn Forbes,placed on IL
24026,2016-11-14,Spurs, Dejounte Murray,,activated from IL
24027,2016-11-15,Bulls,, Doug McDermott,placed on IL with concussion
24028,2016-11-15,Bulls, R.J. Hunter,,activated from IL
24029,2016-11-15,Lakers,, Ivica Zubac,placed on IL
24030,2016-11-15,Lakers, Marcelinho Huertas / Marcelo Huertas,,activated from IL
24031,2016-11-15,Nuggets, Jarnell Stokes,,activated from IL
24032,2016-11-16,Magic, Stephen Zimmerman Jr.,,activated from IL
24033,2016-11-16,Nuggets,, Gary Harris,placed on IL with sprained right ankle
24034,2016-11-16,Pistons, Andre Drummond,,activated from IL
24035,2016-11-16,Rockets,, Chinanu Onuaku,placed on IL
24036,2016-11-16,Spurs,, Dewayne Dedmon,placed on IL with sprained left knee
24037,2016-11-16,Spurs, Bryn Forbes,,activated from IL
24038,2016-11-16,Suns,, John Jenkins,placed on IL
24039,2016-11-16,Wizards, John Wall (Hildred),,activated from IL
24040,2016-11-16,Wizards,, Danuel House Jr.,placed on IL
24041,2016-11-17,Jazz,, Derrick Favors,placed on IL with sore left knee
24042,2016-11-17,Jazz, Rodney Hood,,activated from IL
24043,2016-11-17,Rockets,, Kyle Wiltjer,placed on IL
24044,2016-11-17,Rockets, Patrick Beverley,,activated from IL
24045,2016-11-18,Cavaliers,, Kahlil Felder / Kay Felder,placed on IL
24046,2016-11-18,Cavaliers, J.R. Smith,,activated from IL
24047,2016-11-18,Grizzlies,, Troy Daniels,placed on IL
24048,2016-11-18,Grizzlies, Tony Allen,,activated from IL
24049,2016-11-18,Hornets,, Christian Wood,placed on IL
24050,2016-11-18,Lakers,, D'Angelo Russell,placed on IL with sore left knee
24051,2016-11-18,Lakers, Metta World Peace / Ron Artest,,activated from IL
24052,2016-11-18,Pacers,, Paul George,placed on IL with sore left ankle
24053,2016-11-18,Pacers, Rodney Stuckey,,activated from IL
24054,2016-11-18,Spurs,, Bryn Forbes,placed on IL
24055,2016-11-18,Spurs, Nicolas Laprovittola,,activated from IL
24056,2016-11-18,Suns, John Jenkins,,activated from IL
24057,2016-11-18,Warriors,, Anderson Varejao,placed on IL
24058,2016-11-18,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24059,2016-11-18,Hornets, Jeremy Lamb,,activated from IL
24060,2016-11-19,Bucks,, Rashad Vaughn,placed on IL
24061,2016-11-19,Bucks, Steve Novak,,activated from IL
24062,2016-11-19,Celtics,, Demetrius Jackson,placed on IL
24063,2016-11-19,Celtics,, Jordan Mickey,placed on IL
24064,2016-11-19,Celtics, Al Horford,,activated from IL
24065,2016-11-19,Celtics, Jae Crowder,,activated from IL
24066,2016-11-19,Grizzlies,, Chandler Parsons,placed on IL with bone bruise in left knee
24067,2016-11-19,Grizzlies, Troy Daniels,,activated from IL
24068,2016-11-19,Suns,, T.J. Warren,placed on IL with illness
24069,2016-11-19,Suns, Derrick Jones Jr.,,activated from IL
24070,2016-11-19,Timberwolves,, Brandon Rush,placed on IL with sprained right big toe
24071,2016-11-19,Timberwolves, Shabazz Muhammad,,activated from IL
24072,2016-11-19,Warriors,, James Michael McAdoo / James McAdoo (Michael),placed on IL
24073,2016-11-19,Warriors, Anderson Varejao,,activated from IL
24074,2016-11-20,Knicks,, Joakim Noah,placed on IL with illness
24075,2016-11-20,Lakers,, Metta World Peace / Ron Artest,placed on IL
24076,2016-11-20,Lakers, D'Angelo Russell,,activated from IL
24077,2016-11-20,Nuggets, Will Barton,,activated from IL
24078,2016-11-20,Raptors,, Bruno Caboclo,placed on IL
24079,2016-11-20,Raptors, Delon Wright,,activated from IL
24080,2016-11-20,Thunder,, Semaj Christon,placed on IL with concussion
24081,2016-11-20,Thunder, Josh Huestis,,activated from IL
24082,2016-11-20,Knicks, Marshall Plumlee,,activated from IL
24083,2016-11-21,76ers,, Timothe Luwawu-Cabarrot,placed on IL
24084,2016-11-21,76ers, Jerryd Bayless,,activated from IL
24085,2016-11-21,Clippers,, Diamond Stone,placed on IL
24086,2016-11-21,Clippers, Wesley Johnson / Wes Johnson,,activated from IL
24087,2016-11-21,Hornets,, Cody Zeller,placed on IL with sore shoulder
24088,2016-11-21,Hornets,, Treveon Graham,placed on IL with sore/strained left Achilles
24089,2016-11-21,Hornets, Aaron Harrison,,activated from IL
24090,2016-11-21,Pacers,, C.J. Miles,placed on IL with sore left knee
24091,2016-11-21,Spurs,, Nicolas Laprovittola,placed on IL with oral surgery
24092,2016-11-21,Timberwolves, Brandon Rush,,activated from IL
24093,2016-11-21,Warriors,, Anderson Varejao,placed on IL
24094,2016-11-21,Warriors, James Michael McAdoo / James McAdoo (Michael),,activated from IL
24095,2016-11-21,Hornets, Christian Wood,,activated from IL
24096,2016-11-21,Pacers, Rakeem Christmas,,activated from IL
24097,2016-11-21,Spurs, Bryn Forbes,,activated from IL
24098,2016-11-22,Lakers,, D'Angelo Russell,placed on IL with sore left knee
24099,2016-11-22,Lakers, Metta World Peace / Ron Artest,,activated from IL
24100,2016-11-22,Thunder,, Josh Huestis,placed on IL
24101,2016-11-22,Thunder, Semaj Christon,,activated from IL
24102,2016-11-23,Hornets,, Aaron Harrison,placed on IL
24103,2016-11-23,Hornets, Treveon Graham,,activated from IL
24104,2016-11-23,Magic,, Stephen Zimmerman Jr.,placed on IL
