GAME_ID,SEASON,date,HOME_TEAM_ID,VISITOR_TEAM_ID,home_points,home_fg_pct,home_ft_pct,home_fg3_pct,home_ast,home_reb,away_points,away_fg_pct,away_ft_pct,away_fg3_pct,away_ast,away_reb,home_win,point_diff,total_points,home_team_name,away_team_name,home_team_oddsname,away_team_oddsname
22100119,2021,2021-11-04,1610612765,1610612755,98.0,0.402,0.895,0.306,21.0,41.0,109.0,0.494,0.682,0.375,22.0,49.0,0,-11.0,207.0,Detroit Pistons,Philadelphia 76ers,Detroit,Philadelphia
22100120,2021,2021-11-04,1610612737,1610612762,98.0,0.427,0.808,0.25,18.0,32.0,116.0,0.506,0.739,0.415,30.0,46.0,0,-18.0,214.0,Atlanta Hawks,Utah Jazz,Atlanta,Utah
22100121,2021,2021-11-04,1610612748,1610612738,78.0,0.346,0.684,0.22,18.0,45.0,95.0,0.397,0.85,0.39,16.0,46.0,0,-17.0,173.0,Miami Heat,Boston Celtics,Miami,Boston
22100122,2021,2021-11-04,1610612756,1610612745,123.0,0.473,0.913,0.452,29.0,46.0,111.0,0.432,0.857,0.344,25.0,43.0,1,12.0,234.0,Phoenix Suns,Houston Rockets,Phoenix,Houston
22100123,2021,2021-11-04,1610612747,1610612760,104.0,0.415,0.824,0.364,22.0,49.0,107.0,0.425,0.692,0.366,23.0,50.0,0,-3.0,211.0,Los Angeles Lakers,Oklahoma City Thunder,LALakers,OklahomaCity
22100108,2021,2021-11-03,1610612739,1610612757,107.0,0.527,0.778,0.5,29.0,43.0,104.0,0.444,0.647,0.351,24.0,39.0,1,3.0,211.0,Cleveland Cavaliers,Portland Trail Blazers,Cleveland,Portland
22100109,2021,2021-11-03,1610612754,1610612752,111.0,0.462,0.786,0.39,26.0,49.0,98.0,0.414,0.778,0.208,23.0,46.0,1,13.0,209.0,Indiana Pacers,New York Knicks,Indiana,NewYork
22100110,2021,2021-11-03,1610612753,1610612738,79.0,0.321,0.8,0.209,15.0,46.0,92.0,0.418,0.64,0.27,24.0,50.0,0,-13.0,171.0,Orlando Magic,Boston Celtics,Orlando,Boston
22100111,2021,2021-11-03,1610612755,1610612741,103.0,0.494,0.714,0.429,24.0,35.0,98.0,0.463,0.889,0.286,19.0,47.0,1,5.0,201.0,Philadelphia 76ers,Chicago Bulls,Philadelphia,Chicago
22100112,2021,2021-11-03,1610612764,1610612761,100.0,0.436,0.8,0.25,19.0,44.0,109.0,0.466,0.85,0.4,17.0,42.0,0,-9.0,209.0,Washington Wizards,Toronto Raptors,Washington,Toronto
22100113,2021,2021-11-03,1610612751,1610612737,117.0,0.489,0.75,0.458,34.0,42.0,108.0,0.436,0.867,0.371,23.0,52.0,1,9.0,225.0,Brooklyn Nets,Atlanta Hawks,Brooklyn,Atlanta
22100114,2021,2021-11-03,1610612763,1610612743,108.0,0.519,0.571,0.471,28.0,36.0,106.0,0.473,0.923,0.296,24.0,44.0,1,2.0,214.0,Memphis Grizzlies,Denver Nuggets,Memphis,Denver
22100115,2021,2021-11-03,1610612750,1610612746,115.0,0.457,0.938,0.35,27.0,39.0,126.0,0.603,0.917,0.583,33.0,35.0,0,-11.0,241.0,Minnesota Timberwolves,Los Angeles Clippers,Minnesota,LAClippers
22100116,2021,2021-11-03,1610612759,1610612742,108.0,0.489,0.75,0.333,25.0,40.0,109.0,0.43,0.724,0.235,21.0,56.0,0,-1.0,217.0,San Antonio Spurs,Dallas Mavericks,SanAntonio,Dallas
22100117,2021,2021-11-03,1610612744,1610612766,114.0,0.488,0.667,0.4,33.0,53.0,92.0,0.374,0.737,0.278,18.0,49.0,1,22.0,206.0,Golden State Warriors,Charlotte Hornets,GoldenState,Charlotte
22100118,2021,2021-11-03,1610612758,1610612740,112.0,0.525,0.818,0.333,27.0,37.0,99.0,0.43,0.867,0.353,24.0,40.0,1,13.0,211.0,Sacramento Kings,New Orleans Pelicans,Sacramento,NewOrleans
22100103,2021,2021-11-02,1610612765,1610612749,89.0,0.323,0.7,0.17,21.0,43.0,117.0,0.5,0.762,0.459,28.0,52.0,0,-28.0,206.0,Detroit Pistons,Milwaukee Bucks,Detroit,Milwaukee
22100104,2021,2021-11-02,1610612742,1610612748,110.0,0.44,0.71,0.333,17.0,41.0,125.0,0.518,0.867,0.52,25.0,45.0,0,-15.0,235.0,Dallas Mavericks,Miami Heat,Dallas,Miami
22100105,2021,2021-11-02,1610612762,1610612758,119.0,0.439,0.704,0.292,16.0,59.0,113.0,0.452,0.708,0.387,24.0,38.0,1,6.0,232.0,Utah Jazz,Sacramento Kings,Utah,Sacramento
22100106,2021,2021-11-02,1610612756,1610612740,112.0,0.524,0.944,0.346,32.0,42.0,100.0,0.396,0.938,0.333,21.0,43.0,1,12.0,212.0,Phoenix Suns,New Orleans Pelicans,Phoenix,NewOrleans
22100107,2021,2021-11-02,1610612747,1610612745,119.0,0.527,0.75,0.24,26.0,43.0,117.0,0.527,0.417,0.381,27.0,38.0,1,2.0,236.0,Los Angeles Lakers,Houston Rockets,LALakers,Houston
22100094,2021,2021-11-01,1610612766,1610612739,110.0,0.416,0.733,0.385,27.0,46.0,113.0,0.433,0.684,0.321,21.0,49.0,0,-3.0,223.0,Charlotte Hornets,Cleveland Cavaliers,Charlotte,Cleveland
22100095,2021,2021-11-01,1610612754,1610612759,131.0,0.571,0.75,0.474,37.0,39.0,118.0,0.528,0.714,0.5,34.0,36.0,1,13.0,249.0,Indiana Pacers,San Antonio Spurs,Indiana,SanAntonio
22100096,2021,2021-11-01,1610612755,1610612757,113.0,0.518,0.875,0.361,34.0,34.0,103.0,0.476,0.611,0.353,21.0,45.0,1,10.0,216.0,Philadelphia 76ers,Portland Trail Blazers,Philadelphia,Portland
22100097,2021,2021-11-01,1610612737,1610612764,118.0,0.458,1.0,0.382,24.0,47.0,111.0,0.477,1.0,0.333,27.0,36.0,1,7.0,229.0,Atlanta Hawks,Washington Wizards,Atlanta,Washington
22100098,2021,2021-11-01,1610612738,1610612741,114.0,0.438,0.75,0.455,20.0,38.0,128.0,0.57,0.944,0.419,30.0,50.0,0,-14.0,242.0,Boston Celtics,Chicago Bulls,Boston,Chicago
22100099,2021,2021-11-01,1610612752,1610612761,104.0,0.461,0.75,0.421,20.0,41.0,113.0,0.434,0.929,0.333,24.0,48.0,0,-9.0,217.0,New York Knicks,Toronto Raptors,NewYork,Toronto
22100100,2021,2021-11-01,1610612763,1610612743,106.0,0.454,0.714,0.382,20.0,55.0,97.0,0.443,0.667,0.237,27.0,40.0,1,9.0,203.0,Memphis Grizzlies,Denver Nuggets,Memphis,Denver
22100101,2021,2021-11-01,1610612750,1610612753,97.0,0.371,0.579,0.275,21.0,47.0,115.0,0.451,0.8,0.395,21.0,51.0,0,-18.0,212.0,Minnesota Timberwolves,Orlando Magic,Minnesota,Orlando
22100102,2021,2021-11-01,1610612746,1610612760,99.0,0.38,0.737,0.357,18.0,51.0,94.0,0.389,0.813,0.297,17.0,51.0,1,5.0,193.0,Los Angeles Clippers,Oklahoma City Thunder,LAClippers,OklahomaCity
22100089,2021,2021-10-31,1610612742,1610612758,105.0,0.444,0.65,0.324,24.0,45.0,99.0,0.396,0.8,0.194,20.0,56.0,1,6.0,204.0,Dallas Mavericks,Sacramento Kings,Dallas,Sacramento
22100090,2021,2021-10-31,1610612766,1610612757,125.0,0.517,0.619,0.476,36.0,44.0,113.0,0.443,0.909,0.315,30.0,47.0,1,12.0,238.0,Charlotte Hornets,Portland Trail Blazers,Charlotte,Portland
22100091,2021,2021-10-31,1610612749,1610612762,95.0,0.406,0.833,0.293,16.0,44.0,107.0,0.467,0.926,0.324,13.0,44.0,0,-12.0,202.0,Milwaukee Bucks,Utah Jazz,Milwaukee,Utah
22100092,2021,2021-10-31,1610612751,1610612765,117.0,0.653,0.625,0.52,30.0,41.0,91.0,0.405,0.682,0.364,21.0,29.0,1,26.0,208.0,Brooklyn Nets,Detroit Pistons,Brooklyn,Detroit
22100093,2021,2021-10-31,1610612747,1610612745,95.0,0.406,0.615,0.29,22.0,43.0,85.0,0.421,0.517,0.214,18.0,55.0,1,10.0,180.0,Los Angeles Lakers,Houston Rockets,LALakers,Houston
22100078,2021,2021-10-30,1610612764,1610612738,115.0,0.365,0.806,0.278,19.0,62.0,112.0,0.411,0.88,0.077,23.0,54.0,1,3.0,227.0,Washington Wizards,Boston Celtics,Washington,Boston
22100079,2021,2021-10-30,1610612765,1610612753,110.0,0.404,0.8,0.326,26.0,48.0,103.0,0.437,0.733,0.5,21.0,46.0,1,7.0,213.0,Detroit Pistons,Orlando Magic,Detroit,Orlando
22100080,2021,2021-10-30,1610612740,1610612752,117.0,0.457,0.917,0.333,30.0,43.0,123.0,0.519,0.8,0.576,22.0,37.0,0,-6.0,240.0,New Orleans Pelicans,New York Knicks,NewOrleans,NewYork
22100081,2021,2021-10-30,1610612754,1610612761,94.0,0.432,0.688,0.302,25.0,40.0,97.0,0.424,0.667,0.344,18.0,48.0,0,-3.0,191.0,Indiana Pacers,Toronto Raptors,Indiana,Toronto
22100082,2021,2021-10-30,1610612755,1610612737,122.0,0.535,0.947,0.316,24.0,37.0,94.0,0.379,0.737,0.364,24.0,49.0,1,28.0,216.0,Philadelphia 76ers,Atlanta Hawks,Philadelphia,Atlanta
22100083,2021,2021-10-30,1610612741,1610612762,107.0,0.429,0.8,0.238,16.0,45.0,99.0,0.38,0.947,0.289,15.0,54.0,1,8.0,206.0,Chicago Bulls,Utah Jazz,Chicago,Utah
22100084,2021,2021-10-30,1610612763,1610612748,103.0,0.386,0.905,0.32,26.0,32.0,129.0,0.523,0.842,0.568,31.0,50.0,0,-26.0,232.0,Memphis Grizzlies,Miami Heat,Memphis,Miami
22100085,2021,2021-10-30,1610612749,1610612759,93.0,0.404,0.688,0.256,20.0,52.0,102.0,0.411,0.708,0.226,28.0,49.0,0,-9.0,195.0,Milwaukee Bucks,San Antonio Spurs,Milwaukee,SanAntonio
22100086,2021,2021-10-30,1610612744,1610612760,103.0,0.424,0.5,0.389,30.0,56.0,82.0,0.349,0.762,0.205,14.0,45.0,1,21.0,185.0,Golden State Warriors,Oklahoma City Thunder,GoldenState,OklahomaCity
22100087,2021,2021-10-30,1610612750,1610612743,91.0,0.393,0.889,0.317,21.0,46.0,93.0,0.409,0.75,0.243,24.0,48.0,0,-2.0,184.0,Minnesota Timberwolves,Denver Nuggets,Minnesota,Denver
22100088,2021,2021-10-30,1610612756,1610612739,101.0,0.464,0.63,0.231,27.0,52.0,92.0,0.396,0.857,0.318,21.0,47.0,1,9.0,193.0,Phoenix Suns,Cleveland Cavaliers,Phoenix,Cleveland
22100071,2021,2021-10-29,1610612761,1610612753,110.0,0.5,0.682,0.3,18.0,40.0,109.0,0.471,0.688,0.471,24.0,46.0,1,1.0,219.0,Toronto Raptors,Orlando Magic,Toronto,Orlando
22100072,2021,2021-10-29,1610612751,1610612754,105.0,0.447,0.756,0.231,20.0,50.0,98.0,0.398,0.696,0.276,20.0,46.0,1,7.0,203.0,Brooklyn Nets,Indiana Pacers,Brooklyn,Indiana
22100073,2021,2021-10-29,1610612748,1610612766,114.0,0.473,1.0,0.257,23.0,60.0,99.0,0.389,0.727,0.351,21.0,37.0,1,15.0,213.0,Miami Heat,Charlotte Hornets,Miami,Charlotte
22100074,2021,2021-10-29,1610612740,1610612758,109.0,0.429,0.64,0.265,18.0,49.0,113.0,0.5,0.96,0.333,19.0,45.0,0,-4.0,222.0,New Orleans Pelicans,Sacramento Kings,NewOrleans,Sacramento
22100075,2021,2021-10-29,1610612743,1610612742,106.0,0.518,0.692,0.306,28.0,51.0,75.0,0.295,0.778,0.216,14.0,36.0,1,31.0,181.0,Denver Nuggets,Dallas Mavericks,Denver,Dallas
22100076,2021,2021-10-29,1610612757,1610612746,111.0,0.418,0.625,0.463,21.0,63.0,92.0,0.391,0.563,0.357,17.0,43.0,1,19.0,203.0,Portland Trail Blazers,Los Angeles Clippers,Portland,LAClippers
22100077,2021,2021-10-29,1610612747,1610612739,113.0,0.548,0.9,0.444,24.0,42.0,101.0,0.425,0.682,0.353,28.0,36.0,1,12.0,214.0,Los Angeles Lakers,Cleveland Cavaliers,LALakers,Cleveland
22100065,2021,2021-10-28,1610612755,1610612765,110.0,0.5,0.917,0.444,22.0,46.0,102.0,0.407,0.704,0.333,22.0,37.0,1,8.0,212.0,Philadelphia 76ers,Detroit Pistons,Philadelphia,Detroit
22100066,2021,2021-10-28,1610612764,1610612737,122.0,0.465,0.81,0.382,26.0,51.0,111.0,0.545,0.643,0.286,26.0,43.0,1,11.0,233.0,Washington Wizards,Atlanta Hawks,Washington,Atlanta
22100067,2021,2021-10-28,1610612741,1610612752,103.0,0.429,0.909,0.344,25.0,37.0,104.0,0.459,0.75,0.379,16.0,49.0,0,-1.0,207.0,Chicago Bulls,New York Knicks,Chicago,NewYork
22100068,2021,2021-10-28,1610612745,1610612762,91.0,0.326,0.87,0.205,15.0,41.0,122.0,0.482,0.8,0.348,24.0,58.0,0,-31.0,213.0,Houston Rockets,Utah Jazz,Houston,Utah
22100069,2021,2021-10-28,1610612742,1610612759,104.0,0.461,0.308,0.4,18.0,45.0,99.0,0.443,0.6,0.4,21.0,48.0,1,5.0,203.0,Dallas Mavericks,San Antonio Spurs,Dallas,SanAntonio
22100070,2021,2021-10-28,1610612744,1610612763,101.0,0.433,0.75,0.35,29.0,48.0,104.0,0.402,1.0,0.25,25.0,51.0,0,-3.0,205.0,Golden State Warriors,Memphis Grizzlies,GoldenState,Memphis
22100055,2021,2021-10-27,1610612753,1610612766,111.0,0.489,0.769,0.375,22.0,33.0,120.0,0.518,0.833,0.467,22.0,40.0,0,-9.0,231.0,Orlando Magic,Charlotte Hornets,Orlando,Charlotte
22100056,2021,2021-10-27,1610612738,1610612764,107.0,0.435,0.821,0.345,18.0,37.0,116.0,0.512,0.724,0.36,18.0,47.0,0,-9.0,223.0,Boston Celtics,Washington Wizards,Boston,Washington
22100057,2021,2021-10-27,1610612751,1610612748,93.0,0.388,0.929,0.326,21.0,42.0,106.0,0.396,0.846,0.276,21.0,62.0,0,-13.0,199.0,Brooklyn Nets,Miami Heat,Brooklyn,Miami
22100058,2021,2021-10-27,1610612761,1610612754,118.0,0.46,0.632,0.467,22.0,41.0,100.0,0.481,0.824,0.345,19.0,40.0,1,18.0,218.0,Toronto Raptors,Indiana Pacers,Toronto,Indiana
22100059,2021,2021-10-27,1610612740,1610612737,99.0,0.43,0.889,0.306,24.0,44.0,102.0,0.417,0.824,0.267,21.0,55.0,0,-3.0,201.0,New Orleans Pelicans,Atlanta Hawks,NewOrleans,Atlanta
22100060,2021,2021-10-27,1610612749,1610612750,108.0,0.411,0.762,0.275,22.0,43.0,113.0,0.473,0.824,0.289,29.0,49.0,0,-5.0,221.0,Milwaukee Bucks,Minnesota Timberwolves,Milwaukee,Minnesota
22100061,2021,2021-10-27,1610612760,1610612747,123.0,0.5,0.759,0.405,21.0,42.0,115.0,0.5,0.857,0.314,29.0,40.0,1,8.0,238.0,Oklahoma City Thunder,Los Angeles Lakers,OklahomaCity,LALakers
22100062,2021,2021-10-27,1610612756,1610612758,107.0,0.452,0.708,0.273,23.0,56.0,110.0,0.442,0.733,0.395,28.0,40.0,0,-3.0,217.0,Phoenix Suns,Sacramento Kings,Phoenix,Sacramento
22100063,2021,2021-10-27,1610612757,1610612763,116.0,0.464,0.742,0.417,22.0,48.0,96.0,0.365,0.474,0.34,27.0,50.0,1,20.0,212.0,Portland Trail Blazers,Memphis Grizzlies,Portland,Memphis
22100064,2021,2021-10-27,1610612746,1610612739,79.0,0.356,0.615,0.22,19.0,36.0,92.0,0.407,0.852,0.15,12.0,57.0,0,-13.0,171.0,Los Angeles Clippers,Cleveland Cavaliers,LAClippers,Cleveland
22100050,2021,2021-10-26,1610612752,1610612755,112.0,0.471,0.933,0.432,24.0,45.0,99.0,0.439,0.882,0.293,24.0,40.0,1,13.0,211.0,New York Knicks,Philadelphia 76ers,NewYork,Philadelphia
22100051,2021,2021-10-26,1610612760,1610612744,98.0,0.419,0.824,0.353,19.0,42.0,106.0,0.47,0.778,0.35,30.0,46.0,0,-8.0,204.0,Oklahoma City Thunder,Golden State Warriors,OklahomaCity,GoldenState
22100052,2021,2021-10-26,1610612742,1610612745,116.0,0.462,0.72,0.279,25.0,50.0,106.0,0.419,0.692,0.41,24.0,49.0,1,10.0,222.0,Dallas Mavericks,Houston Rockets,Dallas,Houston
22100053,2021,2021-10-26,1610612759,1610612747,121.0,0.444,0.545,0.361,33.0,59.0,125.0,0.476,0.773,0.267,20.0,56.0,0,-4.0,246.0,San Antonio Spurs,Los Angeles Lakers,SanAntonio,LALakers
22100054,2021,2021-10-26,1610612762,1610612743,122.0,0.518,0.759,0.308,20.0,41.0,110.0,0.506,0.667,0.357,19.0,35.0,1,12.0,232.0,Utah Jazz,Denver Nuggets,Utah,Denver
22100041,2021,2021-10-25,1610612766,1610612738,129.0,0.447,0.643,0.432,26.0,52.0,140.0,0.495,0.84,0.38,33.0,53.0,0,-11.0,269.0,Charlotte Hornets,Boston Celtics,Charlotte,Boston
22100042,2021,2021-10-25,1610612754,1610612749,109.0,0.444,0.882,0.389,23.0,47.0,119.0,0.482,0.839,0.344,24.0,42.0,0,-10.0,228.0,Indiana Pacers,Milwaukee Bucks,Indiana,Milwaukee
22100043,2021,2021-10-25,1610612737,1610612765,122.0,0.511,0.857,0.375,24.0,49.0,104.0,0.44,0.833,0.273,26.0,36.0,1,18.0,226.0,Atlanta Hawks,Detroit Pistons,Atlanta,Detroit
22100044,2021,2021-10-25,1610612751,1610612764,104.0,0.426,0.824,0.286,23.0,54.0,90.0,0.347,0.75,0.231,16.0,53.0,1,14.0,194.0,Brooklyn Nets,Washington Wizards,Brooklyn,Washington
22100045,2021,2021-10-25,1610612748,1610612753,107.0,0.471,1.0,0.222,28.0,42.0,90.0,0.407,0.632,0.273,21.0,39.0,1,17.0,197.0,Miami Heat,Orlando Magic,Miami,Orlando
22100046,2021,2021-10-25,1610612761,1610612741,108.0,0.482,0.8,0.4,27.0,47.0,111.0,0.481,0.955,0.444,24.0,29.0,0,-3.0,219.0,Toronto Raptors,Chicago Bulls,Toronto,Chicago
22100047,2021,2021-10-25,1610612750,1610612740,98.0,0.344,0.778,0.3,20.0,41.0,107.0,0.448,0.826,0.333,19.0,60.0,0,-9.0,205.0,Minnesota Timberwolves,New Orleans Pelicans,Minnesota,NewOrleans
22100048,2021,2021-10-25,1610612743,1610612739,87.0,0.407,0.667,0.237,21.0,47.0,99.0,0.463,0.8,0.28,26.0,49.0,0,-12.0,186.0,Denver Nuggets,Cleveland Cavaliers,Denver,Cleveland
22100049,2021,2021-10-25,1610612746,1610612757,116.0,0.473,0.737,0.326,37.0,43.0,86.0,0.376,0.778,0.216,15.0,47.0,1,30.0,202.0,Los Angeles Clippers,Portland Trail Blazers,LAClippers,Portland
22100035,2021,2021-10-24,1610612751,1610612766,95.0,0.437,0.833,0.257,18.0,44.0,111.0,0.457,0.789,0.333,26.0,48.0,0,-16.0,206.0,Brooklyn Nets,Charlotte Hornets,Brooklyn,Charlotte
22100036,2021,2021-10-24,1610612752,1610612753,104.0,0.37,0.68,0.271,20.0,52.0,110.0,0.409,0.765,0.279,22.0,57.0,0,-6.0,214.0,New York Knicks,Orlando Magic,NewYork,Orlando
22100037,2021,2021-10-24,1610612745,1610612738,97.0,0.427,0.792,0.438,20.0,40.0,107.0,0.442,0.8,0.319,22.0,43.0,0,-10.0,204.0,Houston Rockets,Boston Celtics,Houston,Boston
22100038,2021,2021-10-24,1610612760,1610612755,103.0,0.476,0.789,0.258,24.0,42.0,115.0,0.466,0.8,0.415,25.0,47.0,0,-12.0,218.0,Oklahoma City Thunder,Philadelphia 76ers,OklahomaCity,Philadelphia
22100039,2021,2021-10-24,1610612758,1610612744,107.0,0.488,0.615,0.326,26.0,47.0,119.0,0.443,0.833,0.351,26.0,43.0,0,-12.0,226.0,Sacramento Kings,Golden State Warriors,Sacramento,GoldenState
22100040,2021,2021-10-24,1610612747,1610612763,121.0,0.536,0.682,0.533,29.0,36.0,118.0,0.45,0.833,0.371,25.0,49.0,1,3.0,239.0,Los Angeles Lakers,Memphis Grizzlies,LALakers,Memphis
22100027,2021,2021-10-23,1610612739,1610612737,101.0,0.416,0.741,0.25,23.0,54.0,95.0,0.384,0.6,0.294,20.0,54.0,1,6.0,196.0,Cleveland Cavaliers,Atlanta Hawks,Cleveland,Atlanta
22100028,2021,2021-10-23,1610612754,1610612748,102.0,0.392,0.762,0.256,18.0,55.0,91.0,0.385,0.857,0.273,18.0,55.0,1,11.0,193.0,Indiana Pacers,Miami Heat,Indiana,Miami
22100029,2021,2021-10-23,1610612761,1610612742,95.0,0.4,0.696,0.297,17.0,49.0,103.0,0.418,0.722,0.333,24.0,50.0,0,-8.0,198.0,Toronto Raptors,Dallas Mavericks,Toronto,Dallas
22100030,2021,2021-10-23,1610612741,1610612765,97.0,0.417,0.842,0.423,24.0,42.0,82.0,0.386,0.6,0.179,14.0,53.0,1,15.0,179.0,Chicago Bulls,Detroit Pistons,Chicago,Detroit
22100031,2021,2021-10-23,1610612750,1610612740,96.0,0.406,0.6,0.316,22.0,47.0,89.0,0.348,0.783,0.225,15.0,61.0,1,7.0,185.0,Minnesota Timberwolves,New Orleans Pelicans,Minnesota,NewOrleans
22100032,2021,2021-10-23,1610612759,1610612749,111.0,0.485,0.833,0.256,29.0,38.0,121.0,0.53,0.818,0.429,21.0,44.0,0,-10.0,232.0,San Antonio Spurs,Milwaukee Bucks,SanAntonio,Milwaukee
22100033,2021,2021-10-23,1610612757,1610612756,134.0,0.543,0.647,0.42,24.0,48.0,105.0,0.483,0.667,0.321,27.0,38.0,1,29.0,239.0,Portland Trail Blazers,Phoenix Suns,Portland,Phoenix
22100034,2021,2021-10-23,1610612746,1610612763,114.0,0.434,0.882,0.333,23.0,44.0,120.0,0.467,0.84,0.417,26.0,48.0,0,-6.0,234.0,Los Angeles Clippers,Memphis Grizzlies,LAClippers,Memphis
22100017,2021,2021-10-22,1610612739,1610612766,112.0,0.512,0.85,0.29,26.0,36.0,123.0,0.527,0.824,0.406,32.0,46.0,0,-11.0,235.0,Cleveland Cavaliers,Charlotte Hornets,Cleveland,Charlotte
22100018,2021,2021-10-22,1610612753,1610612752,96.0,0.398,0.867,0.395,24.0,46.0,121.0,0.5,0.529,0.444,34.0,38.0,0,-25.0,217.0,Orlando Magic,New York Knicks,Orlando,NewYork
22100019,2021,2021-10-22,1610612764,1610612754,135.0,0.521,0.947,0.5,24.0,38.0,134.0,0.536,0.75,0.441,28.0,42.0,1,1.0,269.0,Washington Wizards,Indiana Pacers,Washington,Indiana
22100020,2021,2021-10-22,1610612738,1610612761,83.0,0.39,0.727,0.324,19.0,42.0,115.0,0.42,1.0,0.286,22.0,60.0,0,-32.0,198.0,Boston Celtics,Toronto Raptors,Boston,Toronto
22100021,2021,2021-10-22,1610612755,1610612751,109.0,0.473,0.818,0.389,17.0,35.0,114.0,0.466,0.833,0.316,26.0,47.0,0,-5.0,223.0,Philadelphia 76ers,Brooklyn Nets,Philadelphia,Brooklyn
22100022,2021,2021-10-22,1610612741,1610612740,128.0,0.528,0.8,0.5,32.0,46.0,112.0,0.483,0.813,0.517,26.0,42.0,1,16.0,240.0,Chicago Bulls,New Orleans Pelicans,Chicago,NewOrleans
22100023,2021,2021-10-22,1610612745,1610612760,124.0,0.505,0.786,0.447,29.0,54.0,91.0,0.374,0.563,0.326,22.0,39.0,1,33.0,215.0,Houston Rockets,Oklahoma City Thunder,Houston,OklahomaCity
22100024,2021,2021-10-22,1610612743,1610612759,102.0,0.512,0.625,0.3,26.0,41.0,96.0,0.476,0.714,0.25,24.0,39.0,1,6.0,198.0,Denver Nuggets,San Antonio Spurs,Denver,SanAntonio
22100025,2021,2021-10-22,1610612747,1610612756,105.0,0.395,0.759,0.441,25.0,46.0,115.0,0.488,0.75,0.313,31.0,47.0,0,-10.0,220.0,Los Angeles Lakers,Phoenix Suns,LALakers,Phoenix
22100026,2021,2021-10-22,1610612758,1610612762,101.0,0.394,0.714,0.222,20.0,52.0,110.0,0.411,0.87,0.381,16.0,51.0,0,-9.0,211.0,Sacramento Kings,Utah Jazz,Sacramento,Utah
22100014,2021,2021-10-21,1610612737,1610612742,113.0,0.479,0.889,0.429,31.0,55.0,87.0,0.333,0.923,0.302,16.0,50.0,1,26.0,200.0,Atlanta Hawks,Dallas Mavericks,Atlanta,Dallas
22100015,2021,2021-10-21,1610612748,1610612749,137.0,0.531,0.645,0.429,28.0,58.0,95.0,0.381,0.655,0.286,19.0,38.0,1,42.0,232.0,Miami Heat,Milwaukee Bucks,Miami,Milwaukee
22100016,2021,2021-10-21,1610612744,1610612746,115.0,0.518,0.636,0.484,27.0,53.0,113.0,0.438,0.714,0.35,24.0,39.0,1,2.0,228.0,Golden State Warriors,Los Angeles Clippers,GoldenState,LAClippers
22100003,2021,2021-10-20,1610612766,1610612754,123.0,0.43,0.667,0.419,29.0,46.0,122.0,0.467,0.875,0.362,29.0,51.0,1,1.0,245.0,Charlotte Hornets,Indiana Pacers,Charlotte,Indiana
22100004,2021,2021-10-20,1610612765,1610612741,88.0,0.4,0.769,0.214,17.0,47.0,94.0,0.43,0.867,0.304,18.0,48.0,0,-6.0,182.0,Detroit Pistons,Chicago Bulls,Detroit,Chicago
22100005,2021,2021-10-20,1610612752,1610612738,138.0,0.486,0.704,0.378,27.0,55.0,134.0,0.41,0.739,0.368,34.0,56.0,1,4.0,272.0,New York Knicks,Boston Celtics,NewYork,Boston
22100006,2021,2021-10-20,1610612761,1610612764,83.0,0.309,0.727,0.206,14.0,54.0,98.0,0.444,0.808,0.185,20.0,51.0,0,-15.0,181.0,Toronto Raptors,Washington Wizards,Toronto,Washington
22100007,2021,2021-10-20,1610612763,1610612739,132.0,0.53,1.0,0.424,28.0,53.0,121.0,0.505,0.722,0.368,38.0,36.0,1,11.0,253.0,Memphis Grizzlies,Cleveland Cavaliers,Memphis,Cleveland
22100008,2021,2021-10-20,1610612750,1610612745,124.0,0.483,0.774,0.421,26.0,46.0,106.0,0.455,0.682,0.333,21.0,41.0,1,18.0,230.0,Minnesota Timberwolves,Houston Rockets,Minnesota,Houston
22100009,2021,2021-10-20,1610612740,1610612755,97.0,0.419,0.667,0.433,28.0,44.0,117.0,0.518,0.8,0.52,24.0,47.0,0,-20.0,214.0,New Orleans Pelicans,Philadelphia 76ers,NewOrleans,Philadelphia
22100010,2021,2021-10-20,1610612759,1610612753,123.0,0.5,0.667,0.433,32.0,43.0,97.0,0.407,0.783,0.31,17.0,44.0,1,26.0,220.0,San Antonio Spurs,Orlando Magic,SanAntonio,Orlando
22100011,2021,2021-10-20,1610612762,1610612760,107.0,0.44,0.867,0.298,18.0,53.0,86.0,0.374,0.611,0.2,19.0,50.0,1,21.0,193.0,Utah Jazz,Oklahoma City Thunder,Utah,OklahomaCity
22100012,2021,2021-10-20,1610612756,1610612743,98.0,0.414,0.706,0.378,23.0,45.0,110.0,0.53,0.556,0.436,25.0,46.0,0,-12.0,208.0,Phoenix Suns,Denver Nuggets,Phoenix,Denver
22100013,2021,2021-10-20,1610612757,1610612758,121.0,0.484,0.864,0.343,25.0,49.0,124.0,0.457,0.793,0.415,24.0,43.0,0,-3.0,245.0,Portland Trail Blazers,Sacramento Kings,Portland,Sacramento
22100001,2021,2021-10-19,1610612749,1610612751,127.0,0.457,0.778,0.378,25.0,54.0,104.0,0.44,0.565,0.531,19.0,44.0,1,23.0,231.0,Milwaukee Bucks,Brooklyn Nets,Milwaukee,Brooklyn
